graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
Geometric,normal,10,-0.09975342710012802,0.661042679500264,0.22823488475573506,-0.45633258118158115,0.7651633197773369,0.4310074909904751,0.06657425398705032,0.20189631837736988,0.4096439639930053,0.03383594208233423,-0.7573046723738104,-0.33953506392655797,0.31171640709454207,0.33922683094634015,0.4469922938271499,-1.013420988987957,-0.17487960943851505,-1.0412323208858862,1.8048754949599952,0.9049046170995718
Geometric,uniform,10,-0.9443948627853014,0.2908341911447557,-0.41884864703703767,-0.12311806388076477,0.9021192617693928,-0.043713795994410935,0.6267598769714471,-0.25867857236841557,0.9051814178502092,-0.16280099221772779,0.6777953493598986,0.36688590847418645,0.9363440350163079,0.09844995733265906,-0.7632120219066307,-1.0011162434174077,-0.42233417628376047,0.6822961060052278,0.001053728033470147,-0.27335370564206163
Geometric,uniform_plus,10,-0.19116027515506215,0.797707749239829,-0.3401693164269504,0.2718653416061317,-0.23661673028031008,0.04337031291854841,0.6873916256279825,0.7148639673821948,-1.0599650657367201,-0.5118177612610345,0.5583026151968724,-0.05423453570110862,-0.7523428932613148,-0.5478425148700147,0.2868638978651099,-1.4962269074252177,0.260847868691532,-1.312025670443767,-0.7891750955627654,-0.27403639695102394
Nearly Complete BiPartite,cauchy,10,0.2938824631143998,0.5717175002559867,0.3020474805551999,-0.4253227874552036,-0.3617174998582625,-0.2978097018850719,0.9051060309533169,-0.29362004821735194,-0.5622062620428196,-0.5934705268549298,0.9423342190127274,0.7785317118393691,0.10163523485559643,0.9870277052245582,0.46874619207616686,-0.6761492772778854,0.415172992530187,-0.8707994266602685,0.48825607215153927,-1.7146346878755625
Nearly Complete BiPartite,exponential,10,0.5789505031291797,0.590207335005025,0.19231841889122064,0.03372078777516048,-0.3508172226874271,0.27845878544651215,-0.6368853203945402,-0.5676083258692782,-0.7741065292250089,-0.14442257625212604,0.9463972731776522,0.4941071740624565,1.6037528684398001,2.132784552711164,-0.1417138197053799,-0.7225362191117242,0.9843863080407889,-0.4012031640504526,1.1879637992947492,-0.025168932370936804
Nearly Complete BiPartite,log-normal,10,0.08876796541910453,0.5239652346912309,0.0036774240474746304,-0.4564856021661391,0.6370881381677584,-0.48895494148577323,0.7152355995908959,0.7576608286263096,0.33405931002467454,0.0872392504496077,-1.7217182036131713,1.1618489334055004,-1.3431042763819192,-1.4008531503817192,-0.7336413058892991,0.3300375403689428,-0.487068570730125,-0.2989018835269308,-0.06353116936475996,3.215142974184495
Nearly Complete BiPartite,normal,10,-0.2145159789529923,-0.3360035449259234,-0.3546127257127897,-0.8597842089640305,0.3435543106861918,-0.27103690931458096,-0.18775459766634997,-0.1492135098667135,0.5290381147609975,-0.16710305024486388,0.5696948225467626,1.0541517657386335,-0.7214545661565162,0.17716191284629365,-0.8836738357920588,0.1758406401826938,0.24662865769672304,-0.15658933395292496,-0.0015147689889176627,-1.2730434627021305
Nearly Complete BiPartite,uniform,10,0.010230199047568986,0.35808047435183704,0.17957899719480658,-0.297266554521758,0.38549262254874783,0.30901905683522873,-0.4099901518778858,-0.2251982230555768,-0.09786239778605277,-0.8020274811948664,0.9937102984439906,-0.14561687344669658,0.5783918389697096,0.51396117047731,0.153600126544858,0.32327517063239536,-0.28586894692224746,-1.2067727126009191,0.3391275918087977,-1.972260653073568
Nearly Complete BiPartite,uniform_plus,10,-0.4041458285337841,0.29385364231980476,0.7867060903883007,0.46250684839826256,0.05490680219706173,-0.42482713928052496,0.42533423283354244,0.06623210269387927,-0.12936050962334145,0.013334929058262834,0.7395453905683878,-0.9082908951057767,-1.456632371139322,0.982856308699746,0.06713986725403306,-0.44812211783511385,-0.1329025787206109,1.0208532883848087,-0.1648622713111881,-0.9627738264328991
Power Law Tree,cauchy,10,0.9227078530443802,0.36243793723729434,-0.15029690553163363,0.36006334293139897,-0.18412868591997356,0.48278173077747866,-0.13877571431729135,0.460340630736352,-0.05951561139487571,-0.24930981833150556,-1.147619464170797,-0.3310668904598111,-0.6276316101358819,-0.4400863055784228,0.025493389755349427,0.347794155876848,-1.0566531197011684,2.0076017226019816,2.0478322521876384,0.021258144427930947
Power Law Tree,exponential,10,0.5755136476354794,-0.20911056444071122,0.7083243910522647,-0.5019038303285299,0.4289070498145606,0.34997686384417287,-0.020324144743646105,0.1580174341196789,0.006096309094845535,0.3257999678297244,-0.4647230263831196,2.4640387153921965,-1.7552062351622983,0.7507825409344642,-0.20659507367543262,0.7458384683560716,-2.513147438182458,-1.2562353121010454,1.0160663291545005,1.776993606458514
Power Law Tree,log-normal,10,-0.07646307577953035,-0.4478983316185907,0.24059253839946995,0.2071984352216299,-0.539889357033012,-0.8855379160650929,0.19606314238219016,0.14430783885696044,0.09580927131400943,-0.18748254747521254,-1.360738304170354,2.771064097557968,3.8155225709900806,2.4561411567200717,2.94158259957794,-1.3770520905569041,-0.10955966037295155,-1.2742296070829184,-1.00329762877684,-0.3160630277019204
Power Law Tree,normal,10,0.2989274879919789,0.6922608546881263,0.6599599689247952,0.6489551024254303,0.4002796330257159,-0.3655290926399343,-0.46812981080032634,0.531408479549942,0.47418764364450683,0.76971684557519,0.9934515611867007,-0.7546220868518931,-0.5774779857452786,-0.48125411923901895,-0.10263739455508011,-1.378157775069495,0.4765588481315649,0.12359134929123627,0.16914954706112922,-0.019340813665770982
Power Law Tree,uniform,10,-0.3517198452041597,-0.24412559694565425,0.8095803415820604,-0.5065012130018901,-0.17094102301830544,-1.0252488750065516,-1.33895058549949,-0.5445433195033099,-0.40067540188791056,0.28514871117015606,-1.2678508346590447,1.1003210267339898,0.9748366491607221,-0.6560659524247536,-0.9521207899498585,-2.261741617382229,1.2927522695116287,-0.4257109123919034,-0.9590629484985258,-0.0912373152348379
Power Law Tree,uniform_plus,10,0.4676993495186825,-0.6033766176177981,-1.06223463226323,-0.2053006279613051,0.3562752544501292,-0.40061980504094585,-0.19939364921299763,-0.3686626897535739,0.009586066530068792,-0.05205873309345126,0.984704789530963,1.0747463789750649,2.4960904288078622,0.012758392804076701,-2.292370262181543,-1.5391246024545606,1.8340257377207054,0.20523103442135096,-0.23188379277089885,1.4120257983019062
Uniform Random,cauchy,10,-0.290314938583682,-0.450649639850042,-0.4496902229238918,0.3830865386386996,0.37207431691538956,-0.00785286233992881,-0.09212964684093622,0.24982190590659503,0.10644001161337316,0.20354481126197227,0.5108733603882909,0.8878931025317884,0.4276433338335972,1.9720392742702084,-0.31384169159950837,-0.9187233516624982,2.2909866780667807,1.0024430992428166,-0.1967737476477211,-0.435721823447353
Uniform Random,exponential,10,-0.127334123179089,-0.7613993477322634,0.4098158237794698,-0.5393767408643201,-0.295505549055217,0.3501647904410103,-0.1915990635301631,0.029197608319699003,-0.4308843353610141,0.5839044409504759,-1.0713613565890092,0.45570061694296843,-0.2922466862728158,-0.7508289967070887,-2.7623393657461386,-0.06537760260622283,-2.8438659329976104,0.9321683856116775,0.4312561888753773,0.322053319149954
Uniform Random,log-normal,10,0.14157822363132233,0.5589208864894443,0.25180214823108643,0.4392099472485448,-0.40133815765934333,0.40873694280902373,0.09338665079771599,-0.1744532164976303,0.6190857507450681,-0.09929418510857675,-1.244263538302709,-0.06513484871368075,-1.542338684859601,1.2585713625843538,-0.22028688522530396,0.37324536119586776,0.04787289080262913,1.5131506663736172,-2.0431065110598414,0.6782527183495087
Uniform Random,normal,10,-0.6133122957735744,0.8342760977373821,-0.4360478394035243,0.34810508863016676,0.4020553857384055,0.22980246581125713,-0.716137747737503,-0.06673999128746844,0.9381297828444295,-0.2965010680890352,-0.642870545065982,-0.05406663138214873,-0.5567340359418813,-1.9657102973539335,-0.620379585875662,0.4400727901921727,-0.7025888864349914,0.26146351298937287,0.331514058373537,0.18046455426605276
Uniform Random,uniform,10,0.6411014453264552,-0.3286758598906647,0.06251066909142698,-0.6134825481526793,0.4724608628174987,-0.1530139107907532,-0.00490696566933449,-0.18210180257242464,0.6390665343549381,1.4512904937463706,-0.7803512292025085,-0.7406773432299882,-0.5931940740044054,0.8725539667134645,0.5815026813606361,-1.4851090520560197,-0.1374315610229648,0.25902072069311505,-1.7421129543592366,-1.081735740257754
Uniform Random,uniform_plus,10,0.4383970141963661,0.6938860994237621,-0.9758010529921726,0.5230249495616893,-0.022758676274049844,-0.33106062183762597,0.5795735265194479,-0.7417822850420703,0.10723393052460614,-0.1335902719204876,-0.8036893512301726,1.0300270585610711,-0.5519276264619025,-0.1775145503030021,0.08628007360130369,0.5398135588341897,0.8909799923644515,0.809989736473002,2.6393801951931355,1.1737126712189916
Watts-Strogatz small world,cauchy,10,0.3875104185983561,0.5079031103388638,-0.2907927534988619,-0.322389778401731,-0.459447560126775,0.016690095680687154,-0.08252451847894171,-0.7833955988524807,-0.7531724878846318,0.012690204500267872,-0.7849948366713442,-1.0677198552323568,-1.4699659957972644,1.1009568072613762,0.32019869104071286,0.3700602486615383,-0.27035858336832214,-0.07360648122233082,0.46961789725126424,0.09169572339403881
Watts-Strogatz small world,exponential,10,-0.45745436951539625,-0.3978660034052567,-0.39319115746095207,-0.4243080583890719,0.32175192835658395,0.2521974957665215,1.0183849040707145,-0.5487091820483073,0.22383626182441757,-0.10788522324545308,-1.2342304526340118,-1.0265195569417247,-1.2298580169860889,-0.8895855721941003,-0.7420538962459586,1.279093035157142,-0.5958892182918141,0.17999640602673986,-0.7675976434712513,0.2872619495047134
Watts-Strogatz small world,log-normal,10,0.034178367816843365,0.32069252733698805,-0.649138203326803,-0.45252487784127327,-0.4817029096018516,0.35030372329751913,0.07211677208172762,0.13454150582070645,0.1871883201642996,-0.6985233979676782,-1.2490450713803662,0.557905196578668,0.014291004610211322,0.6044921739175961,-0.7108860045896914,1.5386423005299612,0.4263440541500397,-0.11908289832052654,3.712214931026466,-0.5256884420692365
Watts-Strogatz small world,normal,10,-0.2123270066707935,-0.38407015925207283,-0.4900250658997677,0.2193879386869143,-1.2303071804014438,-0.5826315571567863,-0.2602378825521323,-0.0199212352432903,0.21520919098219352,-0.09311054901093975,-0.8447561620774513,0.639144467179031,0.588073095556783,-0.3866436491765507,-0.5182215633282812,0.4303630961654754,-0.0899717802466835,0.02648539542504087,-0.0713517705167005,-0.19613757888300426
Watts-Strogatz small world,uniform,10,-0.7305761525711923,-0.5961736079373114,0.03899740314670215,1.061306858865621,0.6586959084258306,-0.6970861465611052,-0.9975797172453734,1.0812206577286507,0.5091332857705813,0.11040258492283447,-0.06797995435955323,-1.4280712883965945,0.3285409739313774,-0.49117893307324567,-0.677269556465358,-0.42362139518946557,0.3307702261889568,-0.05968217973764288,-0.11635587527592663,0.875617372730576
Watts-Strogatz small world,uniform_plus,10,-0.09794160583304548,-0.4174104028804274,0.2029981554766458,0.4048794688138371,-0.31674096517748596,0.6125216690107018,0.6635382486386419,0.3979376973124138,-0.1099275032411121,-0.08407636868784431,-0.05024189753789565,0.9279689183304658,0.37342972791578527,0.12956370541283502,0.47208253653039534,0.3962471987248315,-0.3751475539410244,-0.03261410442005039,-0.11049585534715807,0.12273020762526353
