graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_beta_15,median_beta_16,median_beta_17,median_beta_18,median_beta_19,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14,median_gamma_15,median_gamma_16,median_gamma_17,median_gamma_18,median_gamma_19,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
3-Regular Graph,cauchy,20,-0.45615097680769695,-1.0117246130069004,0.8292592279291885,-0.43688321510719763,1.261104184013675,0.0632213360469749,-0.7183434759955284,1.4288216506412337,1.0232153195773392,0.14904699893169623,0.08865805556170073,-0.977077154865473,0.5741081579937605,-0.4972525635360036,-0.07527883249353497,-0.28725660401364933,0.017056357043076294,0.06964710775746484,-0.36675976727566734,0.9851803251870034,-0.834326933645522,1.4329201958313273,-0.5238961187452749,-0.23327023586418713,0.8644573134340483,-0.1937288326459973,0.9301113468990909,0.0095172325600644,0.09419806840353678,-1.005550413620684,0.11474959377124007,0.08549688165916436,-1.8967790344536868,-1.0531520910366736,2.325489238661453,0.07817918949706004,-0.5941736162578722,2.1604274546816336,0.6929097900096686,-1.1177890752606479
3-Regular Graph,exponential,20,0.4804204984156877,-0.456047980116995,0.3574820072252444,0.6690359161815961,0.5862701875707159,0.3035970280817674,-0.3950169054818305,-0.09847197896322622,-0.9917394627173671,0.5550471492334562,-0.6263262424898216,-0.061480198139933134,-0.05636747968625733,-0.05333624573104468,-0.4168434482802995,1.2711082636671343,-0.4367009227300617,0.6868072076903162,1.2857105011629628,1.2173654902546334,-0.83981031026401,1.589817941303098,2.1926524392629414,-0.3475992451767769,0.25478271821143544,1.1765811108451154,-3.174984640919143,0.2749848974265753,0.4499987767784554,-1.5759720615400805,-0.16991902923420116,0.4235152530888996,2.9911324638546652,-2.4132109310271073,0.8130176383922689,-2.483643599519561,-2.048583670775095,-1.731553503176412,-1.9929550704017427,-0.7491627436240319
3-Regular Graph,log-normal,20,-0.5663874952949018,-1.1094345445320128,-0.44348209550889756,0.3147133500838009,0.15381396520883764,0.9733870433950647,0.5814683389759043,0.22701244298291753,0.029685298354035387,1.0650945431414207,-0.06761637199384495,-0.588954220795173,-1.2306158085139756,0.42112705790016314,0.5190921456177561,-0.8513605819514164,-1.1949258784788057,-0.1714969560509385,-0.38933521614715594,-0.11159770247927901,-1.8537862980587474,1.2461142304709893,-0.751386026928243,-1.3193367464440822,0.05992411560855587,-0.47400619806175304,0.5350802654055744,2.93002504154853,-0.9692083615403877,-0.9162550511114136,-2.844430003610621,0.825180654628847,-0.6570562273237707,2.160123254403796,-2.3472884451162037,-2.9701182239114194,0.8502650820980301,-0.41290533252175554,-1.2102373553379158,1.4130304334610895
3-Regular Graph,normal,20,-0.8972309828790009,0.010523765823394397,-0.37929880922728654,-1.3618925924819552,-0.3826882502966477,-0.04717861334816807,0.2546196511029186,-0.19557150767019957,0.6991739325523177,1.462679447795121,1.3028544449132005,0.18789807655981797,-0.01697133165352392,-1.0193746998125701,0.23531691859736564,-0.06212042445047215,0.7216899634685724,-0.7544979498640468,0.8859598848164306,-0.08070450809803888,0.40480712631799887,0.5728524755853323,0.338095762317705,-0.5767630845947161,0.27743936786603574,-2.1352712953547477,0.5766782299454274,0.3421224921856638,-1.227241343680113,1.251680634120633,-0.3949622045977997,0.10955218588382246,-0.39598051079848773,-2.454451586705422,0.5543675077073615,0.39787583391201475,-0.24685799472689274,-0.18940228879908136,-1.04216618698805,-0.4986235390554809
3-Regular Graph,uniform,20,-0.4083319693688171,0.028413440958675228,0.6668488712934716,1.172310659738924,-1.4920462508897554,-0.062017131931817626,-0.2747221126965871,-0.18952450525747438,1.823383661499974,-0.05553604481560213,0.017784337994384652,-0.00042675988392781514,-1.6699573338780564,-0.7923935294454205,-0.7051600210121367,-1.4362201976641507,0.05530214095035525,-0.1527225121938182,-1.1788258441419877,0.6437529411470637,-0.2425089203554637,-0.8742454167728291,2.05019434653325,1.443005622978085,-0.3116835536652762,-0.776322603559469,2.0876159076954552,-1.328271354920955,-1.1062037820012875,2.008146114907842,1.117334963170971,-0.551595163469988,0.3537945177553524,-1.4451916780434066,0.1564170783960284,-0.1259598632009462,-0.5719485228880887,0.7934687223521304,-1.014819130521407,0.40900874813662713
3-Regular Graph,uniform_plus,20,-0.874613218756666,1.0780453365594895,0.8677021336154063,0.533428004636729,-0.09938374765590896,-0.6481681331380925,0.7749889389572111,0.07148069172456634,-0.23462369665239566,1.471723417806512,-0.415323871894589,0.09265049711838048,0.5474482222508887,-0.7746739295416797,0.04240874413755502,0.2754497379604663,-0.12168135430835711,0.15997631676809979,1.0200647417598447,-0.0022173084815396427,-0.8527824073761477,0.7282286692155562,1.2457768124527437,1.5663574449734419,-0.9267268860671747,1.083215667383831,0.31477099440466366,0.23586920189855987,0.4293288974906609,1.4647745709856845,-0.0937230178173537,-3.105703651135789,0.2982479687055013,0.5812393054993715,-0.9890667399774871,-1.4175489505366239,-0.6191684123826364,-1.5650949960975193,-0.4760688500483955,2.0805959129996596
4-Regular Graph,cauchy,20,-1.7535217410463584,-0.44540637272011663,0.8216950759010433,-0.18734745476846384,0.9629473978695329,0.6870328266652715,-1.347285008633161,-0.8549572758537219,-1.0131013801295148,-0.013055899919625913,-0.07672996032597841,0.25893760421240625,0.05936235658936613,0.17754334244831294,-0.08343981610596778,-0.35132793908553855,0.5092350331608351,-0.21621865230690526,1.6683772619533508,-0.023996217325455198,1.0357457554926317,-0.8580864698221794,1.2391579164541453,0.11133489700942438,-1.4198853428911928,-1.1769616954553972,-0.3365406769792706,2.1166891804253583,0.7880383715534287,-1.13442596484306,-2.312087636894688,0.3091826139664055,0.26204692669028695,-0.2649946407101158,2.0600072484235254,-0.6176382968569866,0.3230308887338427,-0.9198978509016664,1.1066980383079064,0.37219647263202293
4-Regular Graph,exponential,20,-0.07163623477301856,0.39716838486827527,0.776907292281733,0.04154149953949224,1.0034384968381722,0.27371101957141136,-1.6305419421287073,0.15219510789152862,0.7525517639861313,-0.061427718215749626,1.1583014817161208,-0.030459020192900983,-1.1470663612078706,1.209008744442369,0.8326483278314575,0.3081756349627138,0.17632853300765472,0.4980640129202215,0.2237664576612211,-0.7518694112915745,0.7794091790733014,-0.6914354634258593,-0.442623339706487,-0.11686212408303671,0.5907737952291474,-1.1167343758294555,0.7317069768894328,-2.3149958981463694,-3.102282850174884,-2.1765346950014326,-0.1817945890523498,-0.04567839040150348,0.8644821960386105,-0.07271534139275296,0.4863732887129526,3.4011398891977085,-0.43456254812675243,2.661152835096472,3.8829883691010747,0.39152766509856834
4-Regular Graph,log-normal,20,-0.791268272532823,0.6179731231048132,0.4615075576710102,-0.4314777113935816,-0.18811137139847225,-0.2344483463905041,-0.5100748977857178,0.2228454273098608,-0.5261887189443423,-1.4500598939033367,-1.2303933097792232,-0.06741354720350215,0.3556398109479982,-0.5042515063245432,-0.44841963838341703,-0.23952532694776754,-0.6017498780059456,0.3376463218861483,0.12162338388962787,-1.009793050212415,-1.3446642029248537,1.785098763498892,-0.6397855310895435,0.492744789026207,0.4342790412293504,0.01928014399723389,-0.5444705550129068,0.8284961750221165,-1.0248643630045755,-0.24855707806758096,0.873382017545843,-4.535329216992099,0.6471359660085404,-0.23762238222877125,0.2260169030962014,-0.2965296794427308,-0.7946192522012885,-0.8357932719163206,-0.19865784292371422,-0.24310682363131106
4-Regular Graph,normal,20,-0.1260269206882724,-0.15012334560524637,-0.9600851140203667,0.23092736504962083,0.3220363559264897,0.40198259475110576,-0.36470178848857476,-0.20969573480322332,-0.556512707033979,0.28402827196140523,-1.1692018707093335,0.11307547462568586,1.0940713318511694,-0.7327446766985859,0.41834997671415824,0.09178802596010399,-0.5057290117699386,-0.26271022358194257,-0.04496900520757679,-0.6362042073745086,-0.13330753745493698,0.6860208990609885,-0.2615705531290323,0.3960571111058239,-0.07661132262967195,0.06799375527760908,2.1734058857160403,-0.3816087888587353,-0.545507740197267,-0.12898638856530845,0.3247072616349586,-0.11537100739001788,-0.21409137881956025,0.7351593328185111,-0.7968936723988131,1.9469541944152686,0.5189152246110911,0.007220146863379321,1.1358221225842604,0.09617864012748734
4-Regular Graph,uniform,20,-0.028814563375482632,0.19622655860300564,0.04860701125129108,0.6826590151379421,0.7893003136191155,1.093387795800525,0.15184806351567237,0.40198308901391205,0.7209070196587337,-0.04563019934384891,0.03846815860299497,-1.4963320928480357,-0.4684078023826448,0.05212367735825174,0.059033448730347673,-0.8780056541979493,-0.24759385100547943,1.5151478237747078,0.2989507383069739,-0.181213376094625,0.6392140784885139,-1.2341685743183102,0.8710509549204747,-0.10392935489964328,0.8817148794351609,0.2863696341135251,-0.8360132454551874,1.7554406737815762,1.8486915719469628,-0.971973451249309,0.1141702142707508,2.6159820122703605,1.2173162250454121,1.0169264992204572,-0.10225473825259335,0.1319500389972862,-1.0065392153485673,0.7764322381426002,0.9280932910855706,-0.7056051947248303
4-Regular Graph,uniform_plus,20,0.27789572344713526,-0.5280719434645387,0.8620323302079861,1.888429783118499,0.15163735650782822,-0.33978579797406394,0.19227355871013968,1.0049056888578956,-0.062442273680059834,0.33117007973144574,1.841817342621887,0.8426509629931678,-0.5085340901690538,0.7105079689840441,0.3401939614147945,0.7802544670310512,-0.2621382775959392,-0.30448654966920563,-0.8207187587474307,0.09508417230540644,-1.1260139100672681,0.7876260697590499,-0.2646626657668728,0.5169971430996704,-0.18958075415336734,1.2917355579230907,-2.1255686896444166,-0.8456856900719549,0.2941181093257248,-0.25739022252820704,1.5641832844663366,-0.023914212895750728,1.7313027027285681,-0.33611721345639256,-0.9256610176231221,0.7754000387312291,-1.255670615106162,0.43409190204217607,-1.0132166275555128,2.3987103115459654
Geometric,cauchy,20,0.8792412546088888,-0.6209610644712628,0.10660281500566973,-0.37220109651487,0.03373292498050597,-0.1070612579937412,0.6644914508071386,1.6301582801571926,0.24118262266829452,-0.22022819802096838,1.152973281288475,-0.1966031661517378,0.5355960159492248,0.7421037070862455,0.13162561663603345,1.0543832629163106,0.12465116439295323,1.492741793691596,-0.35069109985279107,1.202028748871768,-0.68141980214405,0.8687407124789989,0.48324091668244884,-0.7974744974266681,-0.7417243491897505,0.4994509898577971,-0.5304174602409307,-0.7975890627548897,-0.452405018096825,-0.0319401293951434,0.3997088578382231,1.454928575051896,0.9925751517987285,0.7101681705448397,-0.9536033804712671,1.002476026557064,-0.14136913181950242,-0.16452705939673468,0.4602736147038329,-0.462961477594709
