graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_gamma_0,median_gamma_1,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8
Geometric,log-normal,9,-0.48167975568314186,-0.9780770906823324,0.4306033843341235,-0.602632958347745,-0.7323348327648005,0.37294345730267126,0.3122807578389707,-0.23855710263577337,-0.10718829621400944,-1.100990818976324,-0.12368624313629376,-0.1867079113083858,-2.4447501552504702,-0.9492650245350855,0.3052687641728768,-0.9319128715275502,-0.5783793981884849,-1.2114739845792564
Geometric,normal,9,1.1315188743906464,0.0017806526579024345,-0.8170697977584471,-0.058421045312032044,0.018600237119733104,0.24613774953340503,0.16042358594142422,-0.8825714948807764,-0.022435500654826745,-0.6151618127714893,0.02681076147319611,0.6945120456707419,-0.19482247238391687,0.23347613069958933,-0.29789366005388007,-1.054189982051359,-0.1363010248202257,-0.1556955405128075
Geometric,uniform,9,-0.23411440767190597,-0.46965607338505455,-0.2151578779834592,0.2581805291534517,0.7765610886859964,-0.5855564318131095,0.185214250607334,0.008280349032524191,-0.030471042895511564,0.5949229698137494,0.42050578752093326,0.6318084965687423,0.34676296326355327,-0.3776523942921432,0.2174510666056051,0.23183808784939963,-0.19577880807748466,0.8610976013264025
Geometric,uniform_plus,9,0.3360706673421955,-0.5100437742618399,-0.3978765558615602,-0.3801503466125904,-0.2846854955282955,-0.1534781985850891,0.020877739524158702,-0.17004717592716745,-0.19747158969853393,0.4972043898978564,-0.6162136283321358,0.49011653714451486,-1.237922562485036,-1.0529966302901712,0.4386270089599345,0.9927249177724078,-0.3582148792122102,0.2127204296623023
Nearly Complete BiPartite,cauchy,9,1.1840289653681273,0.4925672572025104,0.4135889856482664,0.6772942913256184,0.4043497811784833,-0.2009781295082398,0.10772787777108356,-0.14648567353553044,-0.13994415474306413,0.6748744688285051,1.0257672081808191,-0.6500811433753374,-0.8503860675382015,1.8609522059900427,-0.5577041276811365,0.11236168047787445,0.4967436296971407,0.2643952118307172
Nearly Complete BiPartite,exponential,9,0.4524784213884767,-0.29773026578731765,-0.7307544697329682,0.3959984108497494,-0.4470259466408382,0.12145816742029719,1.1297242819570217,-0.22147641404646828,0.09103986811831989,1.1832969721947697,0.17530071668064337,2.124703658521672,-2.3985955040488904,-2.3445436680699783,-1.0078569927370258,-1.4105567717586616,1.2318555257466781,-0.191037219974926
Nearly Complete BiPartite,log-normal,9,-0.10242632578297584,-0.33766970123579476,0.2718615883929174,0.20884520736092485,0.44704654614504,-0.5833414586298238,-0.08674134122008866,-0.011598869716272782,-0.13765207829927256,-1.7116737565968019,0.4308629750322663,1.3013875140701845,1.5133699335833402,-0.6441344234622062,0.08917321479515528,-0.44022921129910286,-1.2870972209316518,-3.084910638884189
Nearly Complete BiPartite,normal,9,-0.00750404254351035,0.041186416274664295,0.2138903473501703,0.14566167382718362,-0.12688928439447664,0.22143911971021568,-0.3354337272739824,-0.37163258828435575,0.7966640133245054,0.06948434787916358,0.4819623170868516,1.120486925551618,-0.3677795637218479,-1.025196465141808,0.3398824318161211,-0.198369421698106,-0.3658790757919117,0.13262171228526365
Nearly Complete BiPartite,uniform,9,0.6038562851655858,-0.5402383554231973,0.4434249251797026,0.5041698762563717,0.3945386950509815,0.7347341453588976,-0.19503246596680746,-0.04022716299098729,0.10235075418690343,-0.7875909900401656,-0.5965655130055346,0.1601418078312511,0.04707018091317502,-0.1063250178641858,0.21819766397636342,-1.0560304626908956,0.06140422933503787,-2.016346534181597
Nearly Complete BiPartite,uniform_plus,9,0.07856497222553711,0.29879510336718307,-0.39136603704502426,-0.446879624817068,-0.757257915976663,0.19284053704755982,0.40150562680374907,0.6906974701068034,-0.15044591170996757,-0.7242743191660408,0.6758173769157596,-1.5635095145250482,0.23912124634804402,-0.8904938488099088,0.6093454328538355,-0.5207912641428046,-0.3351309208937956,-0.028712949915169865
Power Law Tree,cauchy,9,0.6261682081195672,0.6481888113457529,-0.06434217485824725,0.3699196827014236,-1.293717434167184,-0.5479894931215855,0.20953239636433568,0.06019124020939762,0.08742656429994086,0.12958688409328165,0.27541587362960196,1.3158101092520833,-0.8524650148164454,0.5613979886858272,-0.5975998294771978,0.4790221308445892,0.5848739349132417,-1.1187487108920957
Power Law Tree,exponential,9,-0.857856245876031,0.6368078607249817,-0.29857881995550845,-1.1287220772058615,0.22070117373008458,-0.7595650336665498,0.09063210799064733,-0.043951369802927166,-0.2172369120744085,1.0825086262797061,-1.5510199004784453,1.6312026735605143,-0.372197519187755,-1.218854509369209,1.2397062466370974,2.1410157016535036,-0.35443684547866694,-1.1028517598512595
Power Law Tree,log-normal,9,0.6117679555821958,0.32851016466381905,0.12749002756995528,0.19395743877763058,-0.6648587225362285,0.3214937768907159,-0.03966249639474707,-0.0023072900012061567,-0.3908553431957782,1.5002660233974998,1.9512845469716944,-0.979653779644091,0.0029406229078145236,1.5691173184854155,2.9634584768336594,-0.719703961888296,3.187570478023523,-1.0202618128047145
Power Law Tree,normal,9,-0.08268286671654496,0.0013840460269073929,-0.31885463566410593,-0.6453420058877801,-0.6468606780424655,0.022252787904565113,-0.12226733608088508,-0.33566993286577884,-0.5704031771899839,-1.3463241856287729,2.4420387060640154,0.6276813433961649,-1.2634904743089457,-1.2679193409788416,-3.009839339254824,-0.9713168109827877,-1.1921781422711437,-0.15075725795617154
Power Law Tree,uniform,9,0.5651994760843636,0.9362401157281268,-0.8978860289588659,0.4472843788656513,-0.2740599323714807,-0.41982161144131624,-0.23338250756127446,-0.6087252474476228,-0.9054813331895455,-1.3471851987599366,2.2058295737550813,0.14205416733657417,0.9041453173455747,-1.6413441108200149,1.759991220999301,-2.9525564069398573,-1.9072071099012482,-1.5098421764236738
Power Law Tree,uniform_plus,9,-0.41806404943608316,0.14416986488990424,0.5471404681243917,0.5183148338168234,-0.12672894707325383,-0.2270157931292905,0.36108222963745584,-0.23703327210762692,0.019361439337056113,1.2939369273089514,-0.5647859955671344,-1.2684743954049946,-0.34888025777537107,1.4521712182664992,-1.83609549166736,-1.2627567452421657,1.3134997137093438,0.3840364631451782
Uniform Random,cauchy,9,0.4202851290222822,0.5927418787863363,-0.8451001117737486,-0.45672857996910854,-0.4911321315197339,0.30631024383108885,-0.390820927262699,0.12406451117630407,1.1364203374054913,0.6433836144331607,-0.14780060279327,0.39334550425173875,-0.34025949140071876,-0.4894860469020585,0.34100933351174423,-0.13601596004910366,-1.9935912083176293,-1.4844093796040614
Uniform Random,exponential,9,-0.7083383808356293,-0.46658403155714767,0.8709738954662979,-0.3440599378050172,-0.3911810930866717,0.5289367778153006,0.09829613008405888,0.09344378160964131,-0.11652268706279931,0.9716573508910751,0.7070996723388058,-0.5338314409653296,0.09996849712647393,0.7141528506207644,1.748102636136653,2.532509560392871,-0.3085640097436648,-0.0840230410148402
Uniform Random,log-normal,9,-0.024352812699086544,-0.024688708528476724,0.9030201510425886,0.49444672974503756,0.8570652542659095,0.557991406721608,0.01772759187955225,0.1648772900539336,-0.13915194985697643,-1.1797842428090934,2.702487028878018,2.1794311007561786,1.374490665059676,1.293657438581095,-0.38457306032020266,3.199273289446393,-0.37432224811363474,-0.04052738130403474
Uniform Random,normal,9,-0.19296669833035024,0.021733882022291186,0.559477926508277,-0.34913611996353355,-0.18395121293629196,0.3508919111724108,-0.8074579992406727,-0.0977017866271565,-0.4119340507812596,0.7472127621715838,-0.017211081900037173,-1.5102971774081462,1.4326245647718692,-0.42954955819038787,0.4201403213153683,1.0685304377229679,-0.28346529931946257,2.8701246265082183
Uniform Random,uniform,9,0.9854909545619479,-0.7384878625207754,-0.4716688587431279,0.3548943091618431,0.4257235433212224,0.49703682947994066,0.8240871818628301,-0.4925922632691346,0.00529855864918603,0.8015400163434214,-0.36201737337603224,-0.5127467407507824,-0.6712985005397238,0.42293134906667507,-0.3236817258168136,0.4478898609333837,-0.5632927729353954,0.46996426778647094
Uniform Random,uniform_plus,9,-0.872877985484408,0.06185899610560408,-0.3023582548351128,-0.3742402307015756,0.1498560260526387,0.3375993427057025,0.1712051730977608,-0.12861756854607134,0.09326884543433739,-0.015513218131910662,1.0628951228041266,0.4385282611395722,-0.34976599679847165,0.5270027130575926,-0.0032551685210235187,1.8212720605307466,-0.42810767367462693,-0.08501054960760256
Watts-Strogatz small world,cauchy,9,0.5961614472979191,0.8705322838966594,0.0633136855818942,-0.33937011272721257,-0.346948115269755,-0.0971791959011993,0.22078048738641282,0.056688234507318504,0.8338816519621867,0.5927226291121047,-0.2555949585111957,-0.29231258089881396,-0.14796357273306665,0.7396173457817448,0.28590125683520917,-0.027683163787632054,0.055508324539570414,0.0345139240071648
Watts-Strogatz small world,exponential,9,0.5954588585822392,-0.45727329684441165,0.42631318978482735,-0.16793999804932436,-0.41563325890926395,0.22198519627749844,-0.07940143069228989,-0.024846052261052933,-0.16611112431020345,1.0450137175255025,0.813954785335069,1.8313438793928205,-0.6476641844829942,1.8851923104041008,-0.5200473020138248,0.19409355189403593,0.8541946192006612,-0.18328112618740092
Watts-Strogatz small world,log-normal,9,0.019386836641706623,-0.5637552280544347,-0.05720585315894482,0.0882392683609255,0.04955255058471623,-0.0388205155911462,0.510075730514361,-0.0633452210681113,-0.10830587070397715,-0.0473695143498139,0.8002743544438764,0.5152472159370198,-2.4403528115202278,2.4835489907537065,-0.6902220387131287,-0.2774532613593448,-0.8293954562689588,0.4944130404004864
Watts-Strogatz small world,normal,9,-0.22077663899827857,-0.5329534037538985,0.15034052943845566,0.7077578793815162,0.5345315540805451,-0.688900990708069,0.5213510853484231,-0.4001279940283987,-0.09974513367100209,0.8916228665369996,0.623086583683756,0.4597325883846767,-0.39078315923678986,0.375318126376762,0.5571639526538781,-0.7807096074338371,0.3320458349931237,-1.6892707787163959
Watts-Strogatz small world,uniform,9,0.5874786465414159,0.17219343815455626,0.0013920595255335205,0.6671289114723493,0.27608289633364536,-0.2571244336485558,-0.043257228960134494,-0.18399936791420668,0.11591889616654605,-0.7634166350727452,-0.6372000922223233,0.5406082299137384,0.6930541758261901,0.5059597706750403,2.133160758816918,0.470540906683668,-0.3205759009481439,-0.171238704603514
Watts-Strogatz small world,uniform_plus,9,0.15693786491321093,-0.07684237688656681,0.28214447929936237,0.7758419928161833,0.07277095670505661,-0.6254223661804831,-0.2830891123419754,0.35150379401386805,0.0954298482909223,-0.41656925891513247,1.8281473640593666,-0.3240234124470793,1.5180659684465234,0.6190195869645498,-0.38612614568531245,0.2293147721226526,0.5367958276372777,-0.1917388421511098
