Instances,algo_fixed_angles_constant,algo_fourier,algo_interp,algo_qibpi,algo_random,algo_three_regular,algo_tqa,feature_algebraic_connectivity,feature_average_distance,feature_bipartite,feature_clique_number,feature_coefficient_of_variation,feature_density,feature_diameter,feature_edge_connectivity,feature_entropy,feature_eulerian,feature_first_quartile,feature_group_size,feature_interquartile_range,feature_is_distance_regular,feature_kurtosis_weight,feature_laplacian_largest_eigenvalue,feature_laplacian_second_largest_eigenvalue,feature_maximum_degree,feature_maximum_weighted_degree,feature_mean_weight,feature_median_weight,feature_minimum_degree,feature_minimum_dominating_set,feature_minimum_weighted_degree,feature_number_of_cut_vertices,feature_number_of_edges,feature_number_of_minimal_odd_cycles,feature_number_of_orbits,feature_planar,feature_radius,feature_ratio_of_two_largest_laplacian_eigenvaleus,feature_regular,feature_skewness_weight,feature_smallest_eigenvalue,feature_std_dev_weight,feature_third_quartile,feature_variance_weight,feature_vertex_connectivity,feature_weighted_average_clustering,feature_weighted_average_shortest_path_length,feature_weighted_diameter,feature_weighted_radius,Source
e3819b804c85426d9c8ee519f6f41aa9,175.0,100000.0,722.0,19.0,100000.0,14.0,48.0,0.0,2.9393939393939394,1,2,0.5991889172824382,0.1666666666666666,6,1,0.4620981203732968,0,0.3409762315988078,24.0,0.3414984662074209,0,-0.7429719057600543,6.160164312033127,0.133288236131372,5,2.2199641845827043,0.4998039564488681,0.4243841593628623,1,8,0.0,5,11,0,9,1,3,46.21686422469815,0,0.3268149189848,5.12482262492523e-17,0.2994769915180762,0.6824746978062288,0.0896864684487179,1,0.0,1.3756900802601952,3.232606238862815,1.889560247732376,Power Law Tree
019390a2bae84ec583b2b95d55a9134a,408.0,100000.0,491.0,24.0,100000.0,34.0,51.0,0.0,1.8333333333333333,1,2,0.6205783496503845,0.1666666666666666,2,1,2.1980706667318395,0,0.2689802346887138,39916800.0,0.5826705575808802,0,-1.4337717865742348,12.0,0.9999999999999988,11,5.922746228681325,0.5384314753346658,0.4600113828325982,1,1,0.0,1,11,0,2,1,1,12.000000000000016,0,-0.1396208234717785,0.0,0.3341389163630086,0.851650792269594,0.1116488154282456,1,0.0,0.9871243714468874,1.8940868468190253,1.0,Nearly Complete BiPartite
e80e5bc58a7247e89c792a5fb3714a83,118.0,2170.0,100000.0,24.0,100000.0,100000.0,28.0,1.3213732521749957,1.5757575757575757,0,4,0.1950485869973587,0.4545454545454545,3,2,0.0,0,0.797995952313597,1.0,0.0258310439866811,0,20.155138509122928,8.90690451086148,1.6080698735647596,7,5.76204472711463,0.7911944213834212,0.8093922841395181,2,3,1.642506845168659,0,30,15,12,0,2,5.538879035844822,0,-4.394586345211044,-4.440892098500626e-16,0.1543213539310291,0.8238269963002781,0.0238150802791059,2,0.3502837194545774,1.2239803119391566,2.449189876836719,1.619311317276905,Uniform Random
5e933d7be82449c78b10e0518c3659f8,100000.0,100000.0,100000.0,17.0,100000.0,27.0,28.0,0.5331357563100504,1.5454545454545454,0,6,0.4895117951665299,0.5303030303030303,3,2,0.0,0,0.3367069195922934,1.0,0.3489673125935639,0,-0.6425934691353348,10.083600003362797,1.531828797282941,9,4.760776174670741,0.4919281219364457,0.4911915454641609,2,3,0.7146588669107857,0,35,24,12,0,2,6.582719962732411,0,0.1113556198359094,1.1102230246251563e-15,0.2408046180620091,0.6856742321858573,0.0579868640799901,2,0.2977954931271949,0.5441268340516173,1.1782752346575789,0.6862098556627241,Geometric
39727510d6f94ae99e8c909fbf466412,112.0,1959.0,591.0,19.0,100000.0,100000.0,36.0,4.580054154763486,1.0,0,12,0.4411782007603297,1.0,1,11,2.4849066497880004,0,0.3499775722406539,479001600.0,0.3298573741810296,1,-0.5867473915713064,12.000000000000009,11.999999999999996,11,6.400728950965956,0.5171325126260308,0.4836595281179963,11,1,4.6730944758617605,0,66,55,1,0,1,1.000000000000001,1,0.0529567790939919,1.7763568394002505e-15,0.2281475914750207,0.6798349464216836,0.0520513234958529,11,0.4632371978773196,0.3864937928615922,0.7122257131398483,0.4747267677014896,Geometric
e8b009f5881d43d99494138c13c79776,175.0,100000.0,931.0,15.0,100000.0,16.0,45.0,1.894757447233817,1.0909090909090908,0,10,0.426946521169404,0.9090909090909092,2,7,1.126928794800676,0,0.2428063597633295,2880.0,0.0087144063927296,0,31.404675987603703,12.000000000000009,6.763932022500207,11,3.418579869446061,0.2600063930549709,0.2450018818259959,7,2,1.9718379431729225,0,60,49,5,0,1,1.7741159964473372,0,5.070204307283859,0.0,0.1110088249966245,0.2515207661560592,0.0123229592271312,7,0.2275635060175779,0.2629579944556684,0.4868565303935658,0.2478001740790638,Geometric
97e0ed57efd24ead9da23ea1638bad96,100000.0,100000.0,1138.0,31.0,100000.0,20.0,67.0,0.2492431347457677,1.9242424242424243,0,4,0.4846722197237628,0.3636363636363636,4,4,0.8086717106532695,1,0.3856437196332354,8.0,0.2877168842916542,0,-0.3542615608562154,6.636913561713107,0.7165953806290352,4,3.268779679750339,0.5353591809365902,0.5387218721477665,4,4,1.375886816874896,0,24,11,6,0,2,9.261730875082048,1,-0.2173804377739291,-1.1102230246251563e-16,0.2594737225740327,0.6733606039248896,0.0673266127064261,2,0.2321707136113278,0.70172601179396,1.5417105447638917,1.0,4-Regular Graph
4650c6a4322349a3bd59a395f1090819,75.0,1912.0,424.0,13.0,72.0,12.0,54.0,0.1334111658828013,1.681818181818182,0,3,1.1796865347433252,0.3636363636363636,3,4,0.0,1,0.0442001960693581,1.0,0.2364976259263375,0,3.938759875614687,6.817833228406047,1.8509503020152904,4,1.4503989001803388,0.194660193664131,0.097540746674486,4,3,0.2145138990646971,0,24,9,12,0,2,3.683423169699846,1,1.98117041196098,0.0,0.2296380093161033,0.2806978219956957,0.0527336153226627,4,0.0199432955887474,0.122849819862438,0.2376324649292095,0.1964659810756766,4-Regular Graph
b1fd8b61d75d4516b55fe909096b4c79,121.0,100000.0,237.0,23.0,100000.0,100000.0,33.0,1.0746326493893863,1.7272727272727273,0,4,0.2346406741852768,0.3636363636363636,3,2,0.0,0,0.7333723508539531,1.0,0.0748531323044024,0,11.025140010974184,7.890334751530733,1.5206942128312717,6,4.347906556173943,0.7379275179419412,0.7581180188606274,2,5,1.6107913276697956,0,24,7,12,0,2,5.188639954669312,0,-3.0583477271196475,-8.881784197001252e-16,0.173147810309765,0.8082254831583556,0.0299801642150663,2,0.168601766629829,1.2347096203246073,2.243742182538478,1.5046111967390814,Watts-Strogatz small world
5146b7ffec354a7691781f2a4e00f9a8,70.0,100000.0,374.0,13.0,104.0,20.0,35.0,0.2827629624063442,1.696969696969697,1,2,0.584721842813256,0.303030303030303,2,2,2.0343454409216952,1,0.271082010657361,7257600.0,0.0373876879936044,0,8.893131411773762,11.999999999999996,1.9999999999999976,10,3.4723813018571423,0.3056058518814136,0.2937825220147625,2,10,0.2881462988209402,0,20,0,2,1,2,6.000000000000004,0,2.618707047991085,3.9971823594109335e-16,0.1786944168866151,0.3084696986509654,0.0319316946264473,2,0.0,0.427466024537051,0.6588211841967793,0.3508518568788091,Nearly Complete BiPartite
955be00a39a14b1197b2cb8840585689,99.0,100000.0,844.0,100000.0,100000.0,11.0,62.0,0.1138782841291515,1.7575757575757576,0,4,1.2358362645688872,0.3636363636363636,3,2,0.0,0,0.0341102114493626,1.0,0.2213692467356054,0,3.6017634476687554,7.626532236681277,1.301815196891793,6,1.4927105613281568,0.2073697922896903,0.1343849452874742,2,4,0.3021867015524295,0,24,8,12,0,2,5.858383167511291,0,2.075710200025733,-6.661338147750939e-16,0.2562751094877168,0.2554794581849681,0.0656769317429412,2,0.026316714240431,0.1676703874956618,0.3476362936704147,0.2418283171979974,Watts-Strogatz small world
47dba67f1fa9425f84f80fb305fc75e1,59.0,667.0,271.0,17.0,100000.0,25.0,31.0,0.6294560932799537,1.5757575757575757,0,3,0.5427694072414975,0.4242424242424242,2,3,1.7634429630954886,0,0.2193440525105957,725760.0,0.2787281529747228,0,0.8645486910756417,12.000000000000004,3.0,10,4.147882148426877,0.3842984746950772,0.3667798430635617,3,2,0.6604145737113138,0,28,9,3,0,2,4.000000000000001,0,0.7022580625413726,1.7763568394002505e-15,0.2085854553140587,0.4980722054853186,0.0435078921685731,3,0.1228900516010732,0.4223594548613416,0.874914831553113,0.5022789210033195,Nearly Complete BiPartite
37269708c3884e74ba773f7334a694ec,100000.0,100000.0,675.0,18.0,256.0,37.0,34.0,0.8556628519907866,1.5303030303030305,0,5,0.5604460008285066,0.4696969696969697,2,3,1.5252918558759512,0,0.315780939783933,60480.0,0.4712576268523553,0,-1.0979083324304006,12.00000000000001,2.9999999999999982,11,6.573215346668845,0.5230534716953482,0.5121868294989201,3,8,0.8812988245129877,0,31,20,3,0,1,4.000000000000006,0,0.1042457051704508,-1.6564815935096125e-15,0.2931432264311244,0.7870385666362884,0.0859329512024494,3,0.4153798784256735,0.5502316164874531,1.3631289201091807,0.9267936917660948,Nearly Complete BiPartite
b95b778349004919acd4df02c71a3974,100000.0,100000.0,1086.0,18.0,100000.0,18.0,64.0,0.0625754151605819,2.787878787878788,0,3,0.5884526308363643,0.2727272727272727,6,1,0.5776226504666211,0,0.3802456068439559,16.0,0.1415531334068253,0,-0.018056857350392,5.357397119566608,0.1677422032549589,3,2.0193526711994227,0.4244243030076448,0.4330454846811862,3,5,0.6340398638089935,2,18,6,7,1,3,31.938277998075773,1,0.0628433587760789,-5.551115123125783e-17,0.2497535976957388,0.5217987402507812,0.0623768595619649,1,0.1063287055892749,1.1318990684171228,2.3819495909052124,1.3635947321702644,3-Regular Graph
1ef397d1eb3240a0bfcd1db7232a84bb,45.0,100000.0,736.0,14.0,391.0,16.0,36.0,0.437909313150723,1.7575757575757576,0,3,0.6239962849468571,0.3636363636363636,3,2,0.0,0,0.2820868383054484,1.0,0.4434127630600559,0,-0.8534234484381207,8.823593221669821,1.240125149220938,7,3.4498856874076758,0.4715195072860204,0.4091670845864573,2,4,0.7588388512753712,0,24,7,12,0,2,7.115082882733982,0,0.2933384462476133,-1.5974467718917689e-15,0.2942264208264492,0.7254996013655044,0.0865691867123428,2,0.0638549234728016,0.5610116970064443,1.090271452248663,0.6866389196287802,Watts-Strogatz small world
7d2d2afc47ed49ab908fd6f9b90508e2,32.0,930.0,497.0,21.0,130.0,41.0,33.0,1.97509364594216,1.4545454545454546,0,3,0.4113163868005561,0.5454545454545454,2,5,1.4567227904550744,0,0.3701424166717905,28800.0,0.3042989384231665,0,-0.0525163316203114,11.999999999999991,4.999999999999998,7,3.898455768084782,0.5063567367147499,0.4766841656337526,5,6,2.2895490701858923,0,36,1,3,0,2,2.3999999999999995,0,0.1323134110236578,1.1102230246251563e-16,0.2082728233776314,0.6744413550949571,0.04337756895769,5,0.0359631886641793,0.5429352729824092,0.8247398416437987,0.6305493095878396,Nearly Complete BiPartite
ed12371a51d04a0abbaba84f34911ea9,91.0,100000.0,1533.0,38.0,253.0,139.0,72.0,0.059403490552141,1.7424242424242424,0,3,1.2578089809655657,0.3636363636363636,3,2,0.0,0,0.0649723643634803,1.0,0.1111962883586107,0,5.923672109609866,7.818302466513806,1.366115968775904,6,1.3177630676397083,0.1789395911199884,0.1210458466227011,2,5,0.060305250461267,0,24,8,12,0,2,5.723015208964527,0,2.5278277230795365,0.0,0.2250718247610276,0.1761686527220911,0.0506573263012587,2,0.0475797529240171,0.1087028973444311,0.2417315418507724,0.1657607597563692,Watts-Strogatz small world
d274e60b0c4b442b95a7744ed49cc447,100000.0,100000.0,1006.0,19.0,100000.0,17.0,28.0,0.3283674124484768,1.803030303030303,0,3,0.411547480585041,0.3636363636363636,3,3,0.1155245300933242,0,0.3538093681047813,2.0,0.0207761579784869,0,10.588127806744218,7.773348858080865,1.127258029610032,6,2.4216346680225342,0.3704214460691589,0.3654849917032874,3,5,1.0155211600700793,0,24,8,11,0,2,6.895802605877208,0,2.3152761669794373,-8.881784197001252e-16,0.15244601288443,0.3745855260832683,0.0232397868443598,3,0.1219442539334629,0.5489569417295886,1.0971039770104176,0.7300992484628439,Watts-Strogatz small world
9bc39457842c46d6bc6b3e1075b2b01f,100000.0,100000.0,662.0,12.0,100000.0,100000.0,41.0,0.4000458239218215,1.2272727272727273,0,8,1.052694712463104,0.7727272727272727,2,5,0.5057021323536758,0,0.0569147747726046,24.0,0.2079244155932519,0,4.803226770498474,12.000000000000004,4.733867296569227,11,2.6361618448438637,0.1869050459011905,0.1007364047278745,5,2,0.3944585720056149,0,51,40,8,0,1,2.5349253048763654,0,1.990669335742624,-8.881784197001252e-16,0.196753953552857,0.2648391903658565,0.0387121182386798,5,0.1069805370607555,0.0582031354477321,0.1405407443765679,0.079865390693244,Geometric
8b831adefc2648feb3227f3d34ae3145,109.0,100000.0,779.0,12.0,390.0,12.0,77.0,0.2112686383682664,2.1515151515151514,0,3,0.6552760011584328,0.2727272727272727,4,3,0.0,0,0.2482023999915043,1.0,0.5300778333405097,0,-1.1807835732633818,5.611284053531117,0.6283262579697888,3,2.1753213581686266,0.4681081168327246,0.4334683843903938,3,5,0.2176889432797593,0,18,4,12,1,3,8.930526111803717,1,0.1164063300408671,-7.771561172376097e-16,0.3067400149079522,0.778280233332014,0.0940894367457307,3,0.0488581509924301,0.8803370509700041,1.7073708547378357,1.41976113896041,3-Regular Graph
6d3af5e345bc4f9b83fb1a5cfb3a437e,97.0,100000.0,1035.0,19.0,217.0,22.0,27.0,0.4080802850929029,1.4393939393939394,0,4,0.760423463090143,0.5757575757575758,3,3,0.0,0,0.1261242400968687,1.0,0.6199662277014302,0,-1.4646328903188766,10.770890814267746,2.5770720002076857,9,4.137041293597564,0.445314882203947,0.444717677377984,3,4,0.4039645932661236,0,38,21,12,0,2,4.179507135772584,0,0.1507730016064065,4.440892098500626e-16,0.3386278848911044,0.7460904677982989,0.1146688444258231,3,0.1851126702790468,0.1445712878156115,0.4278972043002905,0.2284222183836818,Uniform Random
791e1b34d39e41b5bb3972d9bc25fc7a,138.0,100000.0,420.0,23.0,100000.0,42.0,40.0,0.0,2.212121212121212,1,2,0.7057144392796797,0.1666666666666666,4,1,1.3862943611198906,0,0.2635489158901734,40320.0,0.5057603481789669,0,-1.2232921770261578,10.01426169866177,0.2437763936176122,9,4.622172742692863,0.4552332432341337,0.3506778486430583,1,10,0.0,3,11,0,5,1,2,41.079702386483504,0,0.2650079029348644,-2.7088808141837856e-16,0.3212646729904467,0.7693092640691402,0.1032109901116586,1,0.0,1.081752396810396,2.2293640061565774,1.385392932882608,Power Law Tree
60df0db3fbe44ad8884de98fcc0e7563,106.0,100000.0,916.0,19.0,100000.0,32.0,29.0,3.43158596885089,1.0909090909090908,0,9,0.3961690481443534,0.9090909090909092,2,8,1.0114042647073518,0,0.3845404318614397,1440.0,0.2463201179625014,0,-0.0640747134615691,12.0,7.438447187191178,11,6.085712450649983,0.5076096367537883,0.5280697198806377,8,1,3.793643190188921,0,60,49,6,0,1,1.6132399273686722,0,-0.3294143206354437,-2.220446049250313e-16,0.2010992266216493,0.6308605498239411,0.0404408989478254,8,0.4298175039010392,0.4238939102505794,0.7402984879451213,0.5597104328533568,Geometric
a63cf1f10bc441a8949104ca1cc352ca,100000.0,100000.0,839.0,5.0,100000.0,15.0,40.0,0.5197805381416796,1.0909090909090908,0,10,1.2828506412927771,0.9090909090909092,2,7,1.126928794800676,0,0.0381711485784983,2880.0,0.1114884193956968,0,10.277702271369437,12.000000000000009,6.763932022500211,11,2.3515156638575867,0.1314042716525466,0.0610702405968921,7,1,0.6188071038009647,0,60,49,5,0,1,1.774115996447336,0,2.8785622772883603,4.440892098500626e-16,0.1685720541580797,0.1496595679741951,0.0284165374430745,7,0.0792647594421116,0.037899637290761,0.0689625765072247,0.0499809058893425,Geometric
7f0cbf38596e4f489f1eec05931ed2ae,154.0,100000.0,1811.0,391.0,201.0,83.0,70.0,0.0,3.227272727272727,1,2,1.322287491604978,0.1666666666666666,7,1,0.2746530721670274,0,0.0261516149150664,6.0,0.2543064256533455,0,2.1459189364115323,5.338687566072705,0.1120783359473002,4,1.4764365677392977,0.2174994231114626,0.0988166666013028,1,5,0.0,6,11,0,10,1,4,47.63353703415958,0,1.7517986563657888,1.5830694811121568e-17,0.2875967666115858,0.280458040568412,0.0827119001654389,1,0.0,0.6948274317570149,1.9630197941203933,1.0,Power Law Tree
28455e073f704806a2856478eeaa0f36,100000.0,100000.0,1043.0,15.0,100000.0,18.0,51.0,0.6596205041142107,1.7121212121212122,0,3,0.4480476688689586,0.3636363636363636,3,2,0.0,0,0.3567845404851598,1.0,0.3240153922880974,0,-0.2090016396404652,7.90641788257746,1.5524281576396453,6,3.137102836039362,0.5044155471107922,0.4803169575180123,2,4,0.8500397839497846,0,24,8,12,0,2,5.09293640653787,0,-0.0062219650382588,-1.4394624243733864e-15,0.2260022100242508,0.6807999327732572,0.0510769989358455,2,0.1475284464256505,0.7296133497191594,1.3527987384233042,0.9617667957839836,Watts-Strogatz small world
e40fce1dcfae43e78a1fdb8a9f1710e8,283.0,100000.0,542.0,24.0,100000.0,20.0,77.0,0.0,2.893939393939394,1,2,0.5470269902114689,0.1666666666666666,6,1,0.8958797346140276,0,0.4009786072183804,720.0,0.3194643246611755,0,-0.6997456115599627,8.024922341666793,0.1226977291546359,7,4.032991752870415,0.5515040656818685,0.5920769490076226,1,9,0.0954126753799574,5,11,0,7,1,3,65.40400052190844,0,-0.3390335674559901,-9.262157462131811e-17,0.3016876091393408,0.720442931879556,0.0910154135082116,1,0.0,1.501558157726084,3.600762537382109,1.9005800875642564,Power Law Tree
72279873f9a24264bf6477495455091b,158.0,100000.0,1645.0,100000.0,177.0,18.0,94.0,0.1227464631072343,1.7121212121212122,0,3,1.2526469583071913,0.3636363636363636,3,3,0.0,0,0.0391250126904713,1.0,0.1879352385694179,0,5.641036028730984,7.750693776890529,1.5207705663009785,6,1.5176504195862222,0.1769319542417783,0.1066542150429968,3,4,0.1976397209835159,0,24,9,12,0,2,5.096556935437542,0,2.346239024399666,-8.881784197001252e-16,0.2216332743083108,0.2270602512598893,0.0491213082806229,3,0.0293184305259353,0.1241209188607751,0.2452182915670983,0.1570522578572027,Watts-Strogatz small world
8fb85c814fdb48839cd2fd4dabca325e,87.0,100000.0,491.0,22.0,100000.0,49.0,33.0,0.0937619848089314,1.696969696969697,1,2,0.7544020775432568,0.303030303030303,2,2,2.0343454409216952,1,0.1541203918065083,7257600.0,0.6105915799026531,0,-1.4279229981336916,12.0,1.9999999999999991,10,5.136897138210686,0.4391100308400716,0.3289023803843126,2,2,0.0909536632964668,0,20,0,2,1,2,6.000000000000003,0,0.2635474443598066,0.0,0.3312655195358336,0.7647119717091615,0.1097368444333457,2,0.0,0.5697752154884879,1.6822801178371989,0.9184520866349328,Nearly Complete BiPartite
51e8d1ee06a54cfbac8d44b48e49e674,67.0,100000.0,1129.0,9.0,100000.0,100000.0,32.0,0.9881305997122978,1.0151515151515151,0,11,1.0188379481371743,0.9848484848484848,2,10,2.0343454409216952,0,0.0667510099375222,7257600.0,0.1684992261315969,0,4.818296170858965,12.000000000000009,10.0,11,3.255757663124709,0.1843356563254388,0.1255166078620365,10,1,1.0894960271605114,0,65,54,2,0,1,1.2000000000000006,0,2.0316374179837817,1.7763568394002505e-15,0.1878081618591294,0.2352502360691191,0.0352719056609049,10,0.1288753368253926,0.0610793706717433,0.1265894655425373,0.0935067675012066,Geometric
779ab6cc04cb45b38058fbdc28e76cad,100000.0,100000.0,618.0,21.0,100000.0,59.0,38.0,0.4242506017702581,1.5303030303030305,0,4,0.9237007437930403,0.5151515151515151,3,2,0.0,0,0.0833846434186643,1.0,0.315534079864286,0,0.2819641186876254,9.48073714749101,1.6433373371120337,8,3.500965765571812,0.2811753260410917,0.1833919466440849,2,3,0.6490234914887305,0,34,19,12,0,2,5.769197190001328,0,1.1393986637378677,1.1102230246251563e-15,0.2597218578004071,0.3989187232829503,0.0674554434192948,2,0.1236966050744487,0.1475990439042762,0.2960002956871396,0.1972493691100818,Uniform Random
89b6d26c818e4c2bb327b3570ad443e4,100000.0,100000.0,353.0,22.0,100000.0,233.0,39.0,0.2457940682732675,1.6666666666666667,0,3,0.7224081475459201,0.3939393939393939,3,2,0.1155245300933242,0,0.1701621346237534,2.0,0.2405489873475201,0,0.9589781869728448,8.547613169093374,1.5764823801812131,6,2.7914767748666347,0.3224860030420163,0.2581573713409781,2,4,0.2728290947413095,0,26,8,11,0,2,5.421952872134762,0,1.1522718718660498,1.7763568394002505e-15,0.2329665160670709,0.4107111219712736,0.0542733976084288,2,0.0741776849701998,0.3361567761344681,0.6991244779494329,0.4386817006285478,Uniform Random
bcd24304985b4d919062ab040285d9a1,27.0,100000.0,166.0,18.0,125.0,31.0,28.0,1.3226381176537154,1.4242424242424243,0,4,0.7765257429994572,0.5757575757575758,2,6,1.8483924814931876,0,0.0916057710531029,4608.0,0.546306394101916,0,-1.2360824912365271,12.000000000000004,5.999999999999997,7,4.178236790049973,0.4292719941605233,0.3818402918529252,6,5,1.811452564736884,0,38,2,2,0,2,2.0000000000000013,0,0.3365635565704802,8.881784197001252e-16,0.333340754214359,0.6379121651550189,0.1111160584201977,6,0.0316848805741123,0.2111227139667154,0.7093098391700914,0.3789532737647018,Nearly Complete BiPartite
8f51b8e059284443913941c7e634ef7f,64.0,100000.0,615.0,21.0,100000.0,17.0,39.0,0.3318995422136858,1.696969696969697,0,3,0.723112092388455,0.3636363636363636,3,4,0.0,1,0.2070299581687198,1.0,0.076486425315811,0,3.186511970421672,6.785254290684383,1.7898246241260811,4,2.573807063087099,0.3046745302791765,0.2335162824433503,4,4,0.5942316061450492,0,24,10,12,0,2,3.791016281272487,1,1.934607585680011,0.0,0.220313837087645,0.2835163834845308,0.0485381868122813,4,0.0572858834528412,0.3918685537130086,0.7212732605818538,0.5331891208348274,4-Regular Graph
2208cb4275bd440bb9add62157164525,153.0,100000.0,666.0,15.0,258.0,24.0,37.0,0.3320764454268264,1.5151515151515151,0,4,0.9049508649463508,0.4848484848484848,2,3,0.8086717106532695,0,0.0840300033170885,64.0,0.1819387064809561,0,7.496334490990721,12.000000000000004,3.0,10,2.882761043298982,0.2068193419219645,0.1698005537385666,3,2,0.3482885577313555,0,32,14,6,0,2,4.000000000000001,0,2.3908129878984994,1.7763568394002505e-15,0.1871613423599169,0.2659687097980446,0.035029368073966,3,0.0871736369149457,0.1755861564654993,0.3469249268003921,0.2456284032316676,Nearly Complete BiPartite
3cd0c2b94a2449599b3edc3fbef5e921,86.0,100000.0,386.0,100000.0,100000.0,14.0,75.0,0.0,3.257575757575758,1,2,0.8061426004991872,0.1666666666666666,7,1,0.4620981203732968,0,0.1465631962229469,24.0,0.487697370591157,0,-1.0464368109236666,6.14786025239003,0.1040430636255909,5,1.8789207883521908,0.41564232906658,0.3492721077254433,1,5,0.0739502291700148,6,11,0,9,1,4,59.089573472323934,0,0.5398721923736026,6.454685365389528e-16,0.3350669880312717,0.6342605668141039,0.1122698864683484,1,0.0,1.3275656234024202,3.4896786049799924,1.772901611619525,Power Law Tree
e4a9c6897f74409da1e5eb4e1db119fb,92.0,100000.0,676.0,37.0,157.0,110.0,63.0,0.0630121735553621,1.7727272727272727,0,4,1.2872469797247728,0.3636363636363636,3,3,0.0,0,0.0298457452664472,1.0,0.1823164564398789,0,7.552963405548525,7.579129892226651,1.1315440810129584,6,1.6390282223980808,0.1642887980186398,0.1060182917032353,3,4,0.0623869569978767,0,24,6,12,0,2,6.698042099643005,0,2.648154996371761,4.440892098500626e-16,0.2114802590521073,0.2121622017063261,0.0447238999687464,3,0.0354193996286869,0.0954125447771215,0.1997039345210477,0.1242478484473933,Watts-Strogatz small world
7a7f7ee27c534e4a929551bcce3e7ba4,100000.0,100000.0,667.0,14.0,100000.0,100000.0,65.0,0.4056774406679055,1.6666666666666667,0,3,0.7482614529352267,0.3636363636363636,3,3,0.0,0,0.1787511922819773,1.0,0.3576673021998164,0,-0.2390305205887508,7.786786603829842,2.000000000000002,6,2.302133135076974,0.3546845613620913,0.280596042728603,3,3,0.548852447095737,0,24,8,12,0,2,3.8933933019149167,0,0.8059365561391293,0.0,0.265396785218492,0.5364184944817938,0.0704354536043103,3,0.0477815112724565,0.4108630005092366,0.9649109548135724,0.4954277137571873,Watts-Strogatz small world
9492e6d22cf54c18ad6791e0cbd15651,149.0,100000.0,440.0,100000.0,100000.0,26.0,31.0,0.6074917249637337,1.7878787878787878,0,3,0.4483166849957531,0.3636363636363636,3,2,0.0,0,0.4130281015773469,1.0,0.3200696966001004,0,-0.114652937263699,7.982646040683489,1.244443232567186,6,3.852012613236527,0.5561712525673966,0.5840155160873469,2,4,1.3072169781246847,0,24,8,12,0,2,6.4146325294533,0,-0.5258864157612442,8.881784197001252e-16,0.249340852240951,0.7330977981774474,0.0621708605962437,2,0.1633261282499236,0.8021618380266137,1.4261316450974402,0.8266778466976672,Watts-Strogatz small world
adf54a4645de42eea409bc3ff1c95e17,185.0,100000.0,1099.0,28.0,105.0,19.0,148.0,0.0111513912437526,1.7878787878787878,0,3,1.819153231987629,0.2121212121212121,2,1,1.126928794800676,0,0.0186162981985692,2880.0,0.1041327893505056,0,7.085422092015092,12.0,0.9999999999999992,11,1.668997319797395,0.1376313405918193,0.0427045270053809,1,1,0.0104771293332256,1,14,3,5,1,1,12.000000000000009,0,2.8660814573053064,0.0,0.2503724980603982,0.1227490875490748,0.0626863877850041,1,0.0274623627581103,0.1362951960056984,0.4713569473160295,0.2508359689871511,Nearly Complete BiPartite
f297c2fc9a5f42998084bd03e72bb940,170.0,100000.0,479.0,22.0,100000.0,100000.0,35.0,4.090343576836319,1.0,0,12,0.5405673227392935,1.0,1,11,2.4849066497880004,0,0.2972333621358076,479001600.0,0.5567834117381472,1,-1.2559348772826833,12.000000000000009,11.999999999999996,11,7.716786630271061,0.5612210863975259,0.6106725511114512,11,1,4.3346279868772415,0,66,55,1,0,1,1.000000000000001,1,-0.1785793738193961,1.7763568394002505e-15,0.3033777801387483,0.8540167738739548,0.0920380774819147,11,0.4805295926000872,0.2609357048992494,0.6146406903828444,0.3224623884900613,Geometric
f5b04ef0b0f74fa0890d465bc3e52da9,100000.0,100000.0,1060.0,39.0,100000.0,21.0,82.0,0.4049653590738615,1.8333333333333333,0,4,0.5713566909339481,0.3636363636363636,3,4,0.2310490601866484,1,0.2646653008826405,4.0,0.4391691401408241,0,-1.1673680547601069,6.718654466467823,0.9762367560468914,4,3.2494189311273245,0.5085922371250574,0.5593289510709987,4,4,0.8135989925092388,0,24,10,10,0,2,6.882197812008122,1,-0.0482377596828247,-2.220446049250313e-16,0.2905875776384667,0.7038344410234646,0.0844411402777919,3,0.194290478006227,0.7261311031996112,1.6044268354718465,1.1302819393011831,4-Regular Graph
1d6f6de2cca242d08ffa11f7c0bb7c95,100000.0,1438.0,633.0,15.0,100000.0,100000.0,75.0,0.1194639279455055,1.803030303030303,0,3,0.9839071568019894,0.3636363636363636,3,4,0.6931471805599453,1,0.0921854657305326,2.0,0.2902544559454983,0,2.106469655919553,6.772428227148655,1.3070941693364722,4,2.458831623399391,0.2578039622784538,0.1592559492285207,4,4,0.3807955698038199,0,24,7,6,0,3,5.181285622738706,1,1.6376284010027242,4.440892098500626e-16,0.2536551635376808,0.3824399216760309,0.0643409419893276,4,0.0782022207816092,0.2250570531828745,0.5224174511921117,0.3031228943927709,4-Regular Graph
