Instances,algo_fixed_angles_constant,algo_fourier,algo_interp,algo_qibpi,algo_random,algo_three_regular,algo_tqa,feature_algebraic_connectivity,feature_average_distance,feature_bipartite,feature_clique_number,feature_coefficient_of_variation,feature_density,feature_diameter,feature_edge_connectivity,feature_entropy,feature_eulerian,feature_first_quartile,feature_group_size,feature_interquartile_range,feature_is_distance_regular,feature_kurtosis_weight,feature_laplacian_largest_eigenvalue,feature_laplacian_second_largest_eigenvalue,feature_maximum_degree,feature_maximum_weighted_degree,feature_mean_weight,feature_median_weight,feature_minimum_degree,feature_minimum_dominating_set,feature_minimum_weighted_degree,feature_number_of_cut_vertices,feature_number_of_edges,feature_number_of_minimal_odd_cycles,feature_number_of_orbits,feature_planar,feature_radius,feature_ratio_of_two_largest_laplacian_eigenvaleus,feature_regular,feature_skewness_weight,feature_smallest_eigenvalue,feature_std_dev_weight,feature_third_quartile,feature_variance_weight,feature_vertex_connectivity,feature_weighted_average_clustering,feature_weighted_average_shortest_path_length,feature_weighted_diameter,feature_weighted_radius,Source
cff08c8827a84b869106f6dd35b7f082,97.0,100000.0,386.0,106.0,205.0,106.0,52.0,0.1011365126074513,2.1515151515151514,0,3,0.8799562237148929,0.2727272727272727,4,3,0.0,0,0.1043000371269924,1.0,0.2831337057865805,0,1.510198627660471,5.611284053531127,0.6283262579697876,3,1.694884348555205,0.2810497051569636,0.2287138153038206,3,5,0.2214389536790324,0,18,5,12,1,3,8.930526111803749,1,1.3695823930822946,-3.3306690738754696e-16,0.2473114372261058,0.3874337429135729,0.061162946982842,3,0.0165469416675538,0.3920825615566852,0.7286935781468729,0.5678438054923091,3-Regular Graph
67e3908b1ed942b0847826ea739af091,100000.0,100000.0,100000.0,29.0,230.0,76.0,31.0,0.4446643312741107,2.0,0,4,0.3190061811781806,0.3636363636363636,5,2,0.2310490601866484,0,0.7816239913339227,2.0,0.0477192227756665,0,4.928526904146977,7.524768616426075,0.661120575236858,6,5.0917842993825,0.7366430742503906,0.797425337118513,2,5,0.8363877582267214,0,24,11,10,1,3,11.381840012663645,0,-2.438490532313044,-1.1102230246251563e-15,0.234993694007972,0.8293432141095892,0.0552220362235124,2,0.4001156166579956,1.3359237956320864,3.2967045119147644,1.6856997815997596,Watts-Strogatz small world
a14c753cf26f45ad9e93b70dbf6058b5,81.0,100000.0,1129.0,15.0,100000.0,21.0,39.0,0.1135935034068865,2.196969696969697,0,5,0.531709629963274,0.3636363636363636,5,1,0.1155245300933242,0,0.3867784996653874,2.0,0.3858268996938277,0,-0.9062583611418802,8.092866778592695,0.2345048151361861,7,4.325025466844911,0.5613126892199429,0.6506679226693439,1,4,0.8930481799957852,3,24,13,11,0,3,34.510450345733204,0,-0.3967662828148873,-1.7628179144512184e-15,0.2984553622788261,0.7726053993592151,0.0890756032729853,1,0.2251970753496211,0.8624699657400177,2.666139085186152,1.420874520473708,Geometric
945179d3a5da49f4978c7497f3385a59,100000.0,100000.0,505.0,16.0,100000.0,16.0,54.0,0.0793584110326957,2.1515151515151514,0,3,0.7369623112496805,0.2727272727272727,4,3,0.0,0,0.1669276839670006,1.0,0.4345031767363436,0,-1.039626014843908,5.611284053531126,0.6283262579697866,3,2.6934942744594705,0.4106629468424974,0.3336637697628478,3,5,0.2890345517076064,0,18,3,12,1,3,8.930526111803761,1,0.3707363315736919,1.6653345369377348e-15,0.3026431144496516,0.6014308607033443,0.0915928547237849,3,0.0714601887538069,0.6427694225058695,1.529300559440463,1.21810444099666,3-Regular Graph
380b09d29c3d47d3a523262c2b5db4d4,242.0,100000.0,2058.0,662.0,471.0,662.0,100000.0,0.0314502746787254,2.1515151515151514,0,3,1.308819722405179,0.2727272727272727,4,3,0.0,0,0.0319152438770143,1.0,0.2172504108798883,0,4.586647643296354,5.611284053531123,0.6283262579697878,3,1.5622303988390642,0.1838228072496744,0.0816962917817755,3,4,0.0607164646654868,0,18,4,12,1,3,8.93052611180374,1,2.154901614400308,4.440892098500626e-16,0.2405909155562596,0.2491656547569026,0.0578839886481992,3,0.0151193008939683,0.1901087403220462,0.478087927262019,0.2453068135790085,3-Regular Graph
bbcde68102604de2a3036e102122594f,99.0,100000.0,315.0,16.0,82.0,14.0,46.0,0.0,3.878787878787879,1,2,0.7450245596003117,0.1666666666666666,9,1,0.1155245300933242,0,0.1831111939613131,2.0,0.5196755822387413,0,-1.233203960781447,4.644364326200698,0.0790123054360236,3,1.8855214996606695,0.4472739238984727,0.3734038175347082,1,6,0.1587164216085435,8,11,0,11,1,5,58.78026594175567,0,0.271834490701403,-6.851652006930805e-16,0.333230058173163,0.7027867762000545,0.1110422716700895,1,0.0,1.7077698823871996,4.553790774960573,2.403015599536246,Power Law Tree
c442be74aa734601a178194e06ed9c07,51.0,100000.0,359.0,10.0,150.0,180.0,61.0,0.4805376000076082,1.2727272727272727,0,7,1.1560464100356194,0.7272727272727273,2,5,0.2310490601866484,0,0.0527599336431567,4.0,0.2350768903149416,0,1.192047131482485,12.000000000000009,4.071366007007436,11,3.953359739856447,0.2376049830564854,0.1213295590233463,5,3,0.4914921860282203,0,48,37,10,0,1,2.947413713074726,0,1.5399440342233008,0.0,0.2746823876690241,0.2878368239580984,0.075450414095556,5,0.139486604752342,0.0657051366566007,0.1512517424252448,0.0762516871283173,Geometric
c17a5da74ad640e5b4703d54768517f9,100000.0,100000.0,728.0,17.0,100000.0,32.0,54.0,0.8045311092162333,1.6363636363636365,0,3,0.5637951080271385,0.3939393939393939,3,3,0.0,0,0.2744741602363256,1.0,0.4571812797824331,0,-0.9122481621802834,8.045645040829994,2.0125782020733327,6,3.0698994921060265,0.4954122369746846,0.4443272123287836,3,4,1.5989773725319,0,26,10,12,0,2,3.997680702564239,0,0.2473798325792864,1.7763568394002505e-15,0.2793109956631086,0.7316554400187587,0.078014632298317,3,0.113598447353757,0.6745156895742768,1.32183736034542,0.9062612840677942,Uniform Random
48b3803353e74ab6a0e6e0c0a0161141,197.0,100000.0,1381.0,16.0,100000.0,16.0,100.0,0.1245940465521424,2.060606060606061,0,3,0.9759294776750096,0.2727272727272727,4,3,0.0,0,0.1085626671166332,1.0,0.2128497162425274,0,1.1474917890730405,5.594692560423046,0.7328864329357783,3,2.0381096165087573,0.2823012149264552,0.1627316592191306,3,4,0.2610041320286163,0,18,4,12,0,3,7.63377831680137,1,1.5272225626343316,1.1102230246251563e-16,0.2755060772301961,0.3214123833591607,0.0759035985907707,3,0.0130030051342473,0.3542645296361836,0.8725479867952743,0.5440134664464351,3-Regular Graph
4002e564d8c6435ebbab7b288160686f,54.0,1449.0,297.0,186.0,100000.0,38.0,42.0,0.362496991187889,1.696969696969697,0,3,0.7074134762108468,0.3636363636363636,3,2,0.0,0,0.1357307720779552,1.0,0.5736669406587589,0,-1.3659333952074744,8.489405451335086,1.5626367467757143,7,4.243869576213804,0.4681180500478744,0.537876202538284,2,5,0.7882383534535595,0,24,11,12,0,2,5.432744026307972,0,0.0483390163037419,6.4810048332805e-16,0.33115301706141,0.7093977127367141,0.1096623207088745,2,0.1280494277666871,0.4582963455639664,1.1603228478998675,0.8376091759091532,Watts-Strogatz small world
6161b28cdf80458da027fd5b25c5906f,57.0,766.0,249.0,17.0,50.0,25.0,28.0,0.7246188682786842,1.5,0,3,0.6450677646566284,0.5,2,4,1.6173434213065392,0,0.1414382651969427,161280.0,0.3606726997408224,0,0.1109413295144761,12.000000000000004,3.9999999999999982,9,3.630972806975364,0.3555997382624294,0.3201925308481242,4,8,0.7463070627555892,0,33,1,3,0,2,3.000000000000002,0,0.5815253732447502,4.488139427467282e-16,0.2293859282734275,0.5021109649377652,0.052617904089862,4,0.0443616878205672,0.3193312218031116,0.8213025343960021,0.4296145502695986,Nearly Complete BiPartite
1cfd53da5d7744aaa36549361c25c42d,58.0,100000.0,1436.0,100000.0,133.0,100000.0,29.0,0.8554330727631899,2.0,0,2,0.2479597592119375,0.2727272727272727,3,3,0.5776226504666211,0,0.8620630508621574,2.0,0.059533479832782,0,11.720925370651544,5.679936708837739,1.0327165484287733,3,2.817844446254882,0.8458862948059976,0.8938590167004425,3,5,1.7885287305013735,0,18,3,7,0,3,5.4999958289421045,1,-3.5999851543663106,2.220446049250313e-16,0.2097457619807732,0.9215965306949394,0.0439932846688951,3,0.0,1.6755387460360551,2.7733192034125,2.596298675832513,3-Regular Graph
fc7513a0e40641f6a7162246a66c72b6,146.0,100000.0,1810.0,123.0,261.0,86.0,130.0,0.0129722733319341,1.7878787878787878,0,3,1.555185474366434,0.2121212121212121,2,1,1.126928794800676,0,0.0720556169523019,2880.0,0.0620872636602355,0,8.238747209417003,11.999999999999972,0.9999999999999998,11,1.3089269555986205,0.153735252304435,0.0895844190019373,1,9,0.0120378595867748,1,14,3,5,1,1,11.999999999999975,0,3.116923073332926,1.2189439882206391e-16,0.2390868312819161,0.1341428806125375,0.0571625128924274,1,0.042486527926924,0.1517086727543815,0.280042231890137,0.1443918032242254,Nearly Complete BiPartite
10506a1a1a3a450ba19d9230c75d7156,111.0,100000.0,440.0,38.0,331.0,100000.0,35.0,0.1801339127945832,1.5454545454545454,0,4,0.9048769521990436,0.4545454545454545,2,3,1.922571505169192,0,0.0642873963397241,2177280.0,0.5123318473063283,0,-0.7265533305985565,12.000000000000004,2.9999999999999982,11,4.302095611312507,0.3169840507251299,0.1988516230445555,3,9,0.170221848485522,0,30,19,2,0,1,4.000000000000004,0,0.7080044951965989,-1.1136924715771102e-15,0.2868315617158626,0.5766192436460524,0.0822723447963607,3,0.1871891020931575,0.2156775762706876,0.7871034871596839,0.5825828501440676,Nearly Complete BiPartite
002c0227661f434392e3110685f22be4,195.0,100000.0,942.0,100000.0,455.0,37.0,362.0,0.0,2.9393939393939394,1,2,1.349097477095685,0.1666666666666666,6,1,0.4620981203732968,0,0.0433353460344172,24.0,0.1593821076077148,0,3.853126738658945,6.160164312033127,0.133288236131372,5,1.6032760769183771,0.2014762486079574,0.1289620037772086,1,8,0.0,5,11,0,9,1,3,46.21686422469815,0,2.207432300041622,5.12482262492523e-17,0.2718110986916983,0.2027174536421321,0.0738812733719881,1,0.0,0.7503172034038932,1.6357602662640014,1.1503019550393705,Power Law Tree
891b244312814f6785d3bf1234b5057e,100000.0,100000.0,100000.0,21.0,100000.0,42.0,33.0,5.506970489406012,1.0,0,12,0.323689723898023,1.0,1,11,2.4849066497880004,0,0.4602730269153363,479001600.0,0.247419216476113,1,0.5269288448367475,12.000000000000009,11.999999999999996,11,7.365906444726755,0.5891380134515136,0.5930033344468262,11,1,5.352849204710607,0,66,55,1,0,1,1.000000000000001,1,-0.3329243762451824,1.7763568394002505e-15,0.1906979209119501,0.7076922433914493,0.0363656970401404,11,0.5516332914927518,0.5369843025147407,0.9285646209169304,0.7109044523575264,Geometric
8268596ece33439e844fbb4d1d0a52d9,100000.0,100000.0,496.0,15.0,205.0,15.0,57.0,0.3099522419937403,2.106060606060606,0,3,0.4441363972992984,0.2727272727272727,4,3,0.0,0,0.4836988183918524,1.0,0.1166208703170064,0,1.0185460193799862,5.338660949418405,0.7294025645915575,3,2.072971209527111,0.5168212318076598,0.5743739560776728,3,4,1.0470938653766475,0,18,5,12,1,3,7.319224264597818,1,-0.6829171324494171,5.551115123125784e-16,0.2295391199428396,0.6003196887088589,0.0526882075841333,3,0.0875932550934506,1.0365162488022155,1.8217502660339977,1.3860106868654851,3-Regular Graph
6a444f5eaad24bd7a159d51f657b258e,183.0,100000.0,798.0,24.0,100000.0,100000.0,56.0,4.074369103945941,1.0,0,12,0.5787998731508028,1.0,1,11,2.4849066497880004,0,0.2824107191064746,479001600.0,0.5713444096353465,1,-1.2822162528624352,12.000000000000009,11.999999999999996,11,7.546176528611159,0.5397235033305149,0.5168152669026296,11,1,4.39444559490929,0,66,55,1,0,1,1.000000000000001,1,-0.1526018612414358,1.7763568394002505e-15,0.3123918952642089,0.8537551287418211,0.0975886962267644,11,0.4424330200808794,0.1776016422510996,0.5040975106428083,0.2987133004087416,Geometric
