Instances,algo_fixed_angles_constant,algo_fourier,algo_interp,algo_qibpi,algo_random,algo_three_regular,algo_tqa,feature_algebraic_connectivity,feature_average_distance,feature_bipartite,feature_clique_number,feature_density,feature_diameter,feature_edge_connectivity,feature_entropy,feature_eulerian,feature_group_size,feature_is_distance_regular,feature_laplacian_largest_eigenvalue,feature_laplacian_second_largest_eigenvalue,feature_maximum_degree,feature_maximum_weighted_degree,feature_minimum_degree,feature_minimum_dominating_set,feature_minimum_weighted_degree,feature_number_of_cut_vertices,feature_number_of_edges,feature_number_of_minimal_odd_cycles,feature_number_of_orbits,feature_planar,feature_radius,feature_ratio_of_two_largest_laplacian_eigenvaleus,feature_regular,feature_smallest_eigenvalue,feature_vertex_connectivity,feature_weighted_average_clustering,feature_weighted_average_shortest_path_length,feature_weighted_diameter,feature_weighted_radius
d1dbb91dea6948079ecf2e455111d344,100000.0,100000.0,887.0,18.0,100000.0,26.0,45.0,0.066644118065686,2.9393939393939394,1,2,0.1666666666666666,6,1,0.4620981203732968,0,24.0,0,6.160164312033127,0.133288236131372,5,2.5,1,8,0.5,5,11,0,9,1,3,46.21686422469815,0,5.12482262492523e-17,1,0.0,1.4696969696969695,3.0,1.5
e956110594704c72b681bf46a3a615d7,145.0,100000.0,465.0,100000.0,100000.0,17.0,24.0,1.9999999999999991,1.2878787878787878,0,6,0.7121212121212122,2,6,0.6931471805599453,0,8.0,0,12.000000000000004,3.9999999999999942,11,5.5,6,2,3.0,0,47,36,7,0,1,3.0000000000000053,0,1.7763568394002505e-15,5,0.7867544492544494,0.6439393939393939,1.0,0.5
ff382fc01dc54f01a0f4893d4f6f2ac9,21.0,1223.0,221.0,14.0,52.0,22.0,23.0,1.4999999999999998,1.5909090909090908,1,2,0.4090909090909091,2,3,1.922571505169192,0,2177280.0,0,12.000000000000002,2.9999999999999987,9,4.5,3,3,1.5,0,27,0,2,0,2,4.000000000000003,0,1.7763568394002505e-15,3,0.0,0.7954545454545454,1.0,1.0
a634f0a3fbac496fa6dfab1791dcc671,58.0,2561.0,432.0,15.0,28.0,12.0,24.0,0.5708963774262477,1.7575757575757576,0,4,0.3636363636363636,3,2,0.1155245300933242,0,2.0,0,7.725905494003205,1.1417927548524984,6,3.0,2,4,1.0,0,24,10,11,0,2,6.766469187309977,0,1.7763568394002505e-15,2,0.5361111111111111,0.8787878787878788,1.5,1.0
44700847c62143c1b12658a2d981081d,100000.0,1853.0,692.0,15.0,100000.0,16.0,39.0,1.2017935887936424,1.5303030303030305,0,4,0.4848484848484848,3,3,0.0,0,1.0,0,8.990115512385785,2.4035871775872817,7,3.5,3,3,1.5,0,32,11,12,0,2,3.740291010126811,0,4.440892098500626e-16,3,0.4158730158730159,0.7651515151515151,1.5,1.0
358d3337c330447390212c39d59d9475,100000.0,100000.0,441.0,37.0,100000.0,17.0,27.0,0.1990276904395859,1.8636363636363635,0,6,0.4393939393939394,4,1,0.2746530721670274,0,6.0,0,8.685053267699196,0.3980553808791708,7,3.5,1,3,0.5,2,29,17,10,0,2,21.81870585072064,0,-3.3306690738754696e-16,1,0.6015873015873017,0.9318181818181818,2.0,1.0
0c10df5d011342cd87b802614e5ebe75,40.0,1501.0,342.0,9.0,43.0,26.0,17.0,0.5,1.818181818181818,0,3,0.1818181818181818,2,1,1.7634429630954886,0,725760.0,0,12.000000000000004,0.9999999999999998,11,5.5,1,10,0.5,1,12,1,3,1,1,12.000000000000009,0,-1.5549691096372341e-16,1,0.1681818181818181,0.9090909090909092,1.0,0.5
4a1c194ade4144978a83675014302270,29.0,100000.0,268.0,15.0,100000.0,17.0,28.0,2.0,1.4848484848484849,0,3,0.5151515151515151,2,4,1.5018188912132149,0,80640.0,0,11.999999999999996,3.999999999999999,10,5.0,4,3,2.0,0,34,16,4,0,2,3.0,0,1.7763568394002505e-15,4,0.2888888888888889,0.7424242424242424,1.0,1.0
7397ea12f3ed4fecb7abdebb5c1f12b7,65.0,100000.0,100000.0,100000.0,100000.0,27.0,34.0,4.500000000000001,1.0303030303030305,0,11,0.9696969696969696,2,9,1.7634429630954886,0,725760.0,0,12.000000000000004,8.999999999999995,11,5.5,9,1,4.5,0,64,53,3,0,1,1.3333333333333346,0,0.0,9,0.9727272727272728,0.5151515151515151,1.0,0.5
75623f1a222840ddb46b36a9118f7ffc,100000.0,100000.0,439.0,15.0,100000.0,20.0,36.0,0.0716468397598968,2.893939393939394,1,2,0.1666666666666666,6,1,0.3901776022603516,0,12.0,0,5.754247050599533,0.1432936795197942,4,2.0,1,7,0.5,5,11,0,9,1,3,40.15701927595944,0,6.432261916377459e-16,1,0.0,1.446969696969697,3.0,1.5
4fd3d9a07ee24c7294cbc992a373d7c7,100000.0,1086.0,406.0,8.0,100000.0,11.0,23.0,0.7278780005528991,1.7424242424242424,0,3,0.3636363636363636,3,4,0.0,1,1.0,0,6.675960094576682,1.4557560011057964,4,2.0,4,3,2.0,0,24,10,12,0,2,4.585905941315443,1,2.220446049250313e-16,4,0.3333333333333333,0.8712121212121212,1.5,1.0
9f29eace09164d15aaf449f0facd4426,100000.0,100000.0,100000.0,28.0,100000.0,129.0,54.0,0.0520215318127957,3.257575757575758,1,2,0.1666666666666666,7,1,0.4620981203732968,0,24.0,0,6.14786025239003,0.1040430636255909,5,2.5,1,5,0.5,6,11,0,9,1,4,59.089573472323934,0,6.454685365389528e-16,1,0.0,1.628787878787879,3.5,2.0
4d281e7a819347688401a4e9f9c35795,34.0,921.0,476.0,11.0,22.0,12.0,25.0,0.9999999999999996,1.696969696969697,0,3,0.3636363636363636,3,4,0.5776226504666211,1,2.0,0,6.8308575386634525,2.000000000000002,4,2.0,4,4,2.0,0,24,8,7,0,2,3.4154287693317222,1,-8.881784197001252e-16,4,0.25,0.8484848484848485,1.5,1.0
da5a3e1f193e4e9e9567b10d3429f456,100000.0,100000.0,1553.0,145.0,100000.0,16.0,34.0,2.4829790820982565,1.106060606060606,0,10,0.8939393939393939,2,5,1.132697250554172,0,2880.0,0,12.000000000000004,4.965958164196504,11,5.5,5,2,2.5,0,59,48,5,0,1,2.4164520930759017,0,1.7763568394002505e-15,5,0.939057239057239,0.553030303030303,1.0,0.5
6efb40988090488c931fe72078cc0eb3,100000.0,1484.0,369.0,14.0,209.0,16.0,31.0,0.9333469683345051,1.7121212121212122,0,3,0.3636363636363636,3,4,0.0,1,1.0,0,7.065203723517644,1.866693936669007,4,2.0,4,4,2.0,0,24,6,12,0,2,3.784875273192903,1,4.440892098500626e-16,4,0.2083333333333333,0.8560606060606061,1.5,1.0
95e82280095542cb9ded5bedc536e499,15.0,19.0,28.0,26.0,27.0,20.0,9.0,5.999999999999998,1.0,0,12,1.0,1,11,2.4849066497880004,0,479001600.0,1,12.000000000000009,11.999999999999996,11,5.5,11,1,5.5,0,66,55,1,0,1,1.000000000000001,1,1.7763568394002505e-15,11,1.0,0.5,0.5,0.5
7d1a11fd244b4ffca57b837a66d6dd2a,37.0,1074.0,276.0,13.0,125.0,13.0,28.0,0.8540675489660964,1.7272727272727273,0,3,0.3636363636363636,3,4,0.0,1,1.0,0,7.162734856489865,1.708135097932192,4,2.0,4,4,2.0,0,24,6,12,0,2,4.193306996127426,1,8.881784197001252e-16,4,0.1666666666666666,0.8636363636363636,1.5,1.0
e357809fe6c747e4856b7b056b787ada,87.0,100000.0,567.0,14.0,100000.0,20.0,43.0,1.0,1.6666666666666667,0,3,0.3333333333333333,2,2,1.4735023850806486,0,11520.0,0,12.0,1.999999999999999,10,5.0,2,2,1.0,0,22,3,3,1,2,6.000000000000004,0,0.0,2,0.2296296296296296,0.8333333333333334,1.0,1.0
378d6fd32e7b4bd0ab2331a0a0bf9614,100000.0,100000.0,755.0,29.0,100000.0,23.0,36.0,0.0805444645670844,2.6666666666666665,1,2,0.1666666666666666,5,1,0.6705991301808751,0,120.0,0,7.093658252229706,0.1610889291341686,6,3.0,1,4,0.5,4,11,0,8,1,3,44.03566582978214,0,-1.6926194378135407e-16,1,0.0,1.3333333333333333,2.5,1.5
97547507fa65494e8a0d5b422199916a,68.0,1030.0,362.0,12.0,156.0,12.0,38.0,0.3034548418223445,2.136363636363636,0,3,0.2727272727272727,4,3,0.6931471805599453,0,2.0,0,5.593052655338858,0.6069096836446894,3,1.5,3,4,1.5,0,18,5,6,1,3,9.21562599191162,1,0.0,3,0.1666666666666666,1.068181818181818,2.0,1.5
209d24bfdc114d2eba89a97530bad249,294.0,100000.0,100000.0,100000.0,100000.0,24.0,46.0,3.0000000000000013,1.121212121212121,0,10,0.8787878787878788,2,7,1.4735023850806488,0,34560.0,0,12.000000000000004,5.999999999999998,11,5.5,7,1,3.5,0,58,47,3,0,1,2.0000000000000013,0,0.0,6,0.9272727272727274,0.5606060606060606,1.0,0.5
76968a66da3544c9956388adea4d9744,16.0,192.0,338.0,15.0,100000.0,26.0,21.0,3.0,1.4393939393939394,0,3,0.5606060606060606,2,6,1.4735023850806486,0,34560.0,0,12.000000000000004,5.9999999999999964,7,3.5,6,5,3.0,0,37,6,3,0,2,2.0000000000000018,0,8.881784197001252e-16,6,0.0809523809523809,0.7196969696969697,1.0,1.0
1c0e2ff51417424a975e4962ede120b0,38.0,722.0,321.0,5.0,61.0,5.0,29.0,0.5000000000000003,2.0303030303030303,0,2,0.2727272727272727,3,3,1.1552453009332422,0,4.0,0,5.732050807568877,1.0,3,1.5,3,5,1.5,0,18,4,4,0,3,5.732050807568878,1,0.0,3,0.0,1.0151515151515151,1.5,1.5
3eaf703abd3849898d30d0c01a0ea527,64.0,100000.0,333.0,16.0,80.0,17.0,42.0,0.7292246435903521,1.7272727272727273,0,3,0.3636363636363636,3,3,0.0,0,1.0,0,8.695484786332173,1.4584492871807,7,3.5,3,5,1.5,0,24,9,12,0,2,5.962144081911306,0,-1.573536494246103e-15,3,0.188095238095238,0.8636363636363636,1.5,1.0
d45a591f2a574463808fbfbc9f56ac62,201.0,1455.0,577.0,17.0,100000.0,18.0,37.0,0.5281927153257517,1.7727272727272727,0,4,0.3636363636363636,3,2,0.0,0,1.0,0,8.724812603165688,1.0563854306515068,7,3.5,2,3,1.0,0,24,7,12,0,2,8.259118641748794,0,-2.356913221448348e-15,2,0.4920634920634921,0.8863636363636364,1.5,1.0
5c4d4979047347df89954902beea8e1b,38.0,1515.0,471.0,11.0,160.0,11.0,40.0,0.363269391412002,2.075757575757576,0,3,0.2727272727272727,4,3,0.5776226504666211,0,2.0,0,5.695229550756913,0.7265387828240045,3,1.5,3,4,1.5,0,18,2,7,0,3,7.838851394305424,1,-8.881784197001252e-16,3,0.0833333333333333,1.0378787878787878,2.0,1.5
bcbc06b0bae34b319fad547d431b8e73,35.0,1146.0,296.0,17.0,51.0,12.0,27.0,1.038349815511726,1.606060606060606,0,3,0.4090909090909091,3,3,0.0,0,1.0,0,8.30967482894369,2.0766996310234487,6,3.0,3,4,1.5,0,27,9,12,0,2,4.001385036529562,0,0.0,3,0.3138888888888889,0.803030303030303,1.5,1.0
7059daeffc4b49389cee9088cea2216c,36.0,385.0,122.0,11.0,29.0,9.0,19.0,0.6963150647055862,1.7727272727272727,0,3,0.3636363636363636,3,4,0.0,1,1.0,0,6.75017730654054,1.3926301294111756,4,2.0,4,4,2.0,0,24,7,12,0,2,4.847071138260246,1,8.881784197001252e-16,4,0.2916666666666667,0.8863636363636364,1.5,1.0
0e8eddc7f8774241adb0945e21bca58a,48.0,1747.0,251.0,17.0,100000.0,16.0,32.0,1.3286394112292492,1.5303030303030305,0,4,0.4848484848484848,3,4,0.0,0,1.0,0,9.427345063847612,2.657278822458501,7,3.5,4,3,2.0,0,32,13,12,0,2,3.547744024515078,0,-1.7763568394002505e-15,4,0.3694444444444444,0.7651515151515151,1.5,1.0
167359174b314386a91424446a3a39e6,121.0,100000.0,640.0,25.0,100000.0,18.0,39.0,1.587420851710561,1.4696969696969695,0,4,0.5303030303030303,2,4,0.0,0,1.0,0,9.67874849104243,3.1748417034211296,8,4.0,4,3,2.0,0,35,19,12,0,2,3.048576715057275,0,0.0,4,0.4811507936507936,0.7348484848484849,1.0,1.0
d867102d8d0d4ac5b35a8ffd11819623,40.0,809.0,497.0,12.0,64.0,12.0,35.0,0.6339745962155614,1.9393939393939397,0,2,0.2727272727272727,3,3,1.1552453009332422,0,4.0,0,5.675130870566655,1.267949192431124,3,1.5,3,5,1.5,0,18,4,4,0,3,4.475834603187328,1,0.0,3,0.0,0.9696969696969696,1.5,1.5
d8060e47b02a41c4b51948395188bbaf,27.0,225.0,161.0,7.0,25.0,7.0,29.0,0.2192235935955851,2.303030303030303,0,3,0.2727272727272727,4,2,1.8483924814931876,0,16.0,0,5.000000000000005,0.4384471871911699,3,1.5,3,4,1.5,0,18,4,2,1,4,11.403882032022084,1,1.1102230246251563e-16,2,0.3333333333333333,1.1515151515151516,2.0,2.0
b8c571214927441eb7286dcc17569be0,22.0,100000.0,483.0,15.0,100000.0,22.0,100000.0,1.4999999999999991,1.5606060606060606,0,4,0.4393939393939394,2,3,1.366163313802248,0,20160.0,0,12.000000000000004,3.0,10,5.0,3,2,1.5,0,29,10,4,0,2,4.000000000000002,0,1.7763568394002505e-15,3,0.3449074074074074,0.7803030303030303,1.0,1.0
c7817e5ff3fa40ed9f8b495026127de9,108.0,100000.0,100000.0,14.0,152.0,15.0,43.0,0.8611544211025809,1.681818181818182,0,3,0.3636363636363636,3,3,0.0,0,1.0,0,7.336217793798944,1.7223088422051642,5,2.5,3,5,1.5,0,24,8,12,0,2,4.2595251293060725,0,-8.881784197001252e-16,3,0.1916666666666666,0.8409090909090909,1.5,1.0
3b7496678d2e4da7aa96ff81dd6e55fe,31.0,742.0,212.0,7.0,134.0,9.0,23.0,0.5819836052024623,1.7424242424242424,0,3,0.3636363636363636,3,4,0.5776226504666211,1,2.0,0,6.718062093577806,1.163967210404924,4,2.0,4,4,2.0,0,24,9,7,0,2,5.771693595424142,1,0.0,4,0.3333333333333333,0.8712121212121212,1.5,1.0
5590d2c5fa7f41ef80fb9836a66f1157,100000.0,100000.0,654.0,18.0,100000.0,16.0,41.0,0.4169109789176162,1.6363636363636365,0,4,0.4545454545454545,3,1,0.0,0,1.0,0,9.426937363659448,0.8338219578352333,8,4.0,1,3,0.5,1,30,14,12,0,2,11.305695748446878,0,-6.661338147750939e-16,1,0.4521825396825397,0.8181818181818182,1.5,1.0
a101de14fc4c422494161f82e37446e6,75.0,100000.0,499.0,13.0,93.0,15.0,31.0,0.7454832201913173,1.7272727272727273,0,3,0.3636363636363636,3,2,0.0,0,1.0,0,7.60690661594893,1.4909664403826344,6,3.0,2,5,1.0,0,24,8,12,0,2,5.101997207929597,0,1.6313743732216905e-15,2,0.2833333333333332,0.8636363636363636,1.5,1.0
89b2687a903b48439209f2c42fdb6532,94.0,1730.0,664.0,16.0,100000.0,15.0,33.0,0.6466259378979848,1.7424242424242424,0,3,0.3636363636363636,3,2,0.0,0,1.0,0,7.898289006896653,1.2932518757959677,6,3.0,2,4,1.0,0,24,10,12,0,2,6.107309144272791,0,8.881784197001252e-16,2,0.3333333333333333,0.8712121212121212,1.5,1.0
d7a38ec8c87941048fc323dcab0d373e,55.0,653.0,333.0,12.0,44.0,25.0,27.0,1.0,1.6666666666666667,0,4,0.3333333333333333,2,2,1.6173434213065392,0,161280.0,0,12.000000000000004,1.999999999999999,11,5.5,2,1,1.0,0,22,11,3,1,1,6.000000000000006,0,-8.26275271855119e-16,2,0.8666666666666667,0.8333333333333334,1.0,0.5
bc6d426f5c3a43bea851e01e871b9b93,34.0,833.0,221.0,17.0,100000.0,12.0,31.0,0.8251696893157565,1.5757575757575757,0,3,0.4696969696969697,3,2,0.0,0,1.0,0,9.280606902397391,1.650339378631513,7,3.5,2,4,1.0,0,31,13,12,0,2,5.623453589341737,0,-1.1102230246251563e-15,2,0.4773809523809524,0.7878787878787878,1.5,1.0
d03924d0772346318d518edc4722c9e3,63.0,100000.0,819.0,19.0,100000.0,17.0,41.0,0.6751027130141276,1.681818181818182,0,4,0.4242424242424242,3,2,0.0,0,1.0,0,8.735355390651655,1.350205426028259,7,3.5,2,4,1.0,0,28,10,12,0,2,6.4696491528310816,0,1.7763568394002505e-15,2,0.3956349206349205,0.8409090909090909,1.5,1.0
980e361e520341e3b8b244342c12e73d,39.0,1040.0,333.0,11.0,355.0,13.0,23.0,0.967430569715376,1.7121212121212122,0,3,0.3636363636363636,3,4,0.0,1,1.0,0,7.146853534537106,1.9348611394307509,4,2.0,4,3,2.0,0,24,8,12,0,2,3.6937294304436543,1,8.881784197001252e-16,4,0.1666666666666666,0.8560606060606061,1.5,1.0
cc354d0c953f44a08ec7a49e79571c2d,234.0,100000.0,1379.0,100000.0,100000.0,40.0,75.0,0.0613488645773177,2.893939393939394,1,2,0.1666666666666666,6,1,0.8958797346140276,0,720.0,0,8.024922341666793,0.1226977291546359,7,3.5,1,9,0.5,5,11,0,7,1,3,65.40400052190844,0,-9.262157462131811e-17,1,0.0,1.446969696969697,3.0,1.5
bb6524c2557245758589b1b7e82698df,73.0,100000.0,526.0,100000.0,100000.0,24.0,24.0,4.500000000000001,1.0454545454545454,0,10,0.9545454545454546,2,9,1.366163313802248,0,20160.0,0,12.000000000000009,9.0,11,5.5,9,1,4.5,0,63,52,4,0,1,1.3333333333333344,0,-4.440892098500626e-16,9,0.9547558922558924,0.5227272727272727,1.0,0.5
2190820b41134b3e910ef49d5637d59e,15.0,857.0,155.0,14.0,161.0,24.0,30.0,1.9999999999999991,1.5151515151515151,1,2,0.4848484848484848,2,4,1.8483924814931876,1,967680.0,0,12.000000000000004,3.9999999999999982,8,4.0,4,8,2.0,0,32,0,2,0,2,3.000000000000002,0,4.488139427467282e-16,4,0.0,0.7575757575757576,1.0,1.0
f021756bf7cf4e22b96f54caa20a4b6a,265.0,100000.0,1375.0,29.0,100000.0,100000.0,72.0,0.0493342603415619,3.272727272727273,1,2,0.1666666666666666,7,1,0.6705991301808751,0,120.0,0,7.035533900890215,0.0986685206831234,6,3.0,1,4,0.5,6,11,0,8,1,4,71.30474696671514,0,-2.934656502310328e-16,1,0.0,1.6363636363636365,3.5,2.0
a38ef47342e446a09c12c55993651396,100000.0,100000.0,942.0,15.0,100000.0,20.0,36.0,0.0716468397598968,2.893939393939394,1,2,0.1666666666666666,6,1,0.3901776022603516,0,12.0,0,5.754247050599533,0.1432936795197942,4,2.0,1,7,0.5,5,11,0,9,1,3,40.15701927595944,0,6.432261916377459e-16,1,0.0,1.446969696969697,3.0,1.5
dad20d43f22b4683a4303cf6db04ef5b,17.0,641.0,70.0,11.0,105.0,21.0,22.0,2.999999999999999,1.4545454545454546,1,2,0.5454545454545454,2,6,2.4849066497880004,1,1036800.0,1,12.000000000000012,5.999999999999998,6,3.0,6,6,3.0,0,36,0,1,0,2,2.0000000000000027,1,9.008827046283454e-16,6,0.0,0.7272727272727273,1.0,1.0
97ab1d5f91e740c497d0de9aba1c569b,105.0,100000.0,453.0,15.0,100000.0,15.0,30.0,0.5959190347822158,1.7878787878787878,0,4,0.3636363636363636,3,2,0.1155245300933242,0,2.0,0,7.909448283618096,1.1918380695644315,6,3.0,2,4,1.0,0,24,8,11,0,2,6.636344722994691,0,-8.881784197001252e-16,2,0.3,0.8939393939393939,1.5,1.0
9eec051256664955908ee14f80924264,140.0,100000.0,671.0,17.0,63.0,16.0,32.0,0.6439277734018914,1.696969696969697,0,4,0.3636363636363636,3,2,0.0,0,1.0,0,7.532440891672049,1.287855546803782,5,2.5,2,4,1.0,0,24,8,12,0,2,5.848824357953939,0,0.0,2,0.2722222222222222,0.8484848484848485,1.5,1.0
6f54935d2ed648d7a7ecf970322222de,122.0,100000.0,514.0,19.0,100000.0,17.0,27.0,1.3615529998036875,1.4545454545454546,0,5,0.5454545454545454,2,4,0.0,0,1.0,0,9.884285225192851,2.7231059996073856,8,4.0,4,3,2.0,0,36,20,12,0,2,3.629783499657361,0,-1.7763568394002505e-15,4,0.533531746031746,0.7272727272727273,1.0,1.0
b7d3c84a5c0a4b66941eb920d2cebc4a,100000.0,1692.0,430.0,12.0,135.0,12.0,39.0,0.2456079767649397,2.196969696969697,0,3,0.2727272727272727,4,2,0.6931471805599453,0,4.0,0,5.623861247817199,0.4912159535298799,3,1.5,3,5,1.5,0,18,3,6,0,3,11.448857080891017,1,2.7755575615628914e-16,2,0.1666666666666666,1.0984848484848484,2.0,1.5
846f760850934ea4972f83b39de6aae4,227.0,100000.0,1296.0,135.0,100000.0,33.0,49.0,0.1218881968088064,2.212121212121212,1,2,0.1666666666666666,4,1,1.3862943611198906,0,40320.0,0,10.01426169866177,0.2437763936176122,9,4.5,1,10,0.5,3,11,0,5,1,2,41.079702386483504,0,-2.7088808141837856e-16,1,0.0,1.106060606060606,2.0,1.0
546901ccce154e918cdc2d7b8e05405d,15.0,71.0,161.0,7.0,21.0,23.0,16.0,0.4999999999999994,1.8333333333333333,1,2,0.1666666666666666,2,1,2.1980706667318395,0,39916800.0,0,11.999999999999991,0.9999999999999998,11,5.5,1,11,0.5,1,11,0,2,1,1,11.999999999999996,0,-1.4483797529927546e-16,1,0.0,0.9166666666666666,1.0,0.5
1fd4468784354743acf5b0d0f7dd314e,100000.0,100000.0,1045.0,23.0,100000.0,21.0,54.0,0.879875902440676,1.621212121212121,0,4,0.4242424242424242,3,2,0.0,0,1.0,0,8.231538092329856,1.7597518048813507,6,3.0,2,2,1.0,0,28,11,12,0,2,4.677669924529419,0,-4.440892098500626e-16,2,0.3083333333333333,0.8106060606060606,1.5,1.0
873fd0a5a131485ebde940935010f07a,39.0,100000.0,375.0,15.0,55.0,10.0,23.0,0.6370884533242006,1.7424242424242424,0,3,0.3636363636363636,3,2,0.0,0,1.0,0,8.370493202717821,1.2741769066483994,7,3.5,2,5,1.0,0,24,9,12,0,2,6.569333629453074,0,5.551115123125784e-16,2,0.4726190476190475,0.8712121212121212,1.5,1.0
3908c282a0c44e3aaecd56ffa20ec888,15.0,263.0,100.0,14.0,203.0,24.0,33.0,2.0,1.5151515151515151,1,2,0.4848484848484848,2,4,1.8483924814931876,1,967680.0,0,12.000000000000004,3.999999999999998,8,4.0,4,4,2.0,0,32,0,2,0,2,3.0000000000000027,0,0.0,4,0.0,0.7575757575757576,1.0,1.0
dd82bee16db84287a79018186446f2c1,66.0,1930.0,344.0,18.0,100000.0,16.0,37.0,0.5634554393575586,1.7121212121212122,0,5,0.4242424242424242,3,2,0.0,0,1.0,0,9.268920267027363,1.126910878715118,8,4.0,2,4,1.0,0,28,15,12,0,2,8.225069472748022,0,0.0,2,0.6041666666666667,0.8560606060606061,1.5,1.0
df3630dd6b094b4b9ee8b6f925c01644,100000.0,100000.0,695.0,24.0,100000.0,27.0,41.0,0.0643459244390823,2.909090909090909,1,2,0.1666666666666666,6,1,0.6705991301808751,0,120.0,0,7.089798313654933,0.128691848878165,6,3.0,1,8,0.5,5,11,0,8,1,3,55.09127715125903,0,1.3767214609005402e-16,1,0.0,1.4545454545454546,3.0,1.5
dc9c8ae17b214e61a47922937a785dd0,62.0,100000.0,549.0,22.0,100000.0,17.0,37.0,1.4211270624842132,1.5303030303030305,0,4,0.4848484848484848,3,4,0.0,0,1.0,0,9.575222713215863,2.842254124968428,8,4.0,4,2,2.0,0,32,18,12,0,2,3.3688833905104207,0,-3.552713678800501e-15,4,0.4466269841269841,0.7651515151515151,1.5,1.0
ccdc113e83d1409f998a12574f422f50,33.0,901.0,120.0,11.0,100000.0,10.0,24.0,0.8470402828782388,1.6666666666666667,0,3,0.3636363636363636,3,4,0.0,1,1.0,0,6.9746282497818655,1.6940805657564786,4,2.0,4,4,2.0,0,24,10,12,0,2,4.117058179383221,1,-2.220446049250313e-16,4,0.2083333333333333,0.8333333333333334,1.5,1.0
b5c64d5dc6f34c628af851fe1b4890ab,115.0,1585.0,587.0,13.0,29.0,14.0,28.0,0.6407193996800843,1.818181818181818,0,3,0.3636363636363636,3,4,0.1155245300933242,1,2.0,0,7.039567432944745,1.281438799360173,4,2.0,4,3,2.0,0,24,8,11,0,3,5.493487036961598,1,8.881784197001252e-16,3,0.3333333333333333,0.9090909090909092,1.5,1.5
8397d194ee9b4dcca9f9a824cc3f16ec,96.0,2347.0,728.0,11.0,124.0,11.0,44.0,0.3199327868007522,2.106060606060606,0,3,0.2727272727272727,4,3,0.1155245300933242,0,2.0,0,5.7165660192310295,0.6398655736015022,3,1.5,3,5,1.5,0,18,3,11,0,3,8.934010915847791,1,-8.881784197001252e-16,3,0.0833333333333333,1.053030303030303,2.0,1.5
261b11ee838a4994a01fbf588b81d2fa,100000.0,100000.0,524.0,14.0,100000.0,23.0,100000.0,0.9999999999999996,1.6363636363636365,0,4,0.3636363636363636,2,2,1.2860573368743793,0,8640.0,0,12.000000000000009,1.999999999999997,11,5.5,2,7,1.0,0,24,13,4,0,1,6.000000000000013,0,4.771750265912605e-16,2,0.8477272727272727,0.8181818181818182,1.0,0.5
77b676ac3c2f4e0392cb00f3d3f784fa,105.0,100000.0,1121.0,53.0,100000.0,17.0,50.0,0.1591949582120109,2.3181818181818183,0,4,0.3333333333333333,5,2,0.2310490601866484,0,4.0,0,7.280342964383476,0.318389916424019,6,3.0,2,3,1.0,1,22,11,10,1,3,22.866122916681213,0,-6.416126659875966e-16,1,0.6972222222222223,1.1590909090909092,2.5,1.5
30d8717578324dc88088536f17f4da13,118.0,2072.0,907.0,16.0,100000.0,16.0,52.0,0.5931967486758344,1.9696969696969695,0,2,0.2727272727272727,3,3,0.8086717106532695,0,4.0,0,5.5615528128088245,1.1863934973516668,3,1.5,3,4,1.5,0,18,4,6,0,3,4.687780930377341,1,-8.881784197001252e-16,3,0.0,0.9848484848484848,1.5,1.5
8729f1ba6c6b4db7b8fd1386063fddc9,15.0,61.0,18.0,26.0,25.0,20.0,9.0,5.999999999999998,1.0,0,12,1.0,1,11,2.4849066497880004,0,479001600.0,1,12.000000000000009,11.999999999999996,11,5.5,11,1,5.5,0,66,55,1,0,1,1.000000000000001,1,1.7763568394002505e-15,11,1.0,0.5,0.5,0.5
0a4087fd2a634d43be2d69d6266d1325,17.0,187.0,183.0,11.0,40.0,21.0,22.0,2.999999999999999,1.4545454545454546,1,2,0.5454545454545454,2,6,2.4849066497880004,1,1036800.0,1,12.000000000000012,5.999999999999998,6,3.0,6,6,3.0,0,36,0,1,0,2,2.0000000000000027,1,9.008827046283454e-16,6,0.0,0.7272727272727273,1.0,1.0
38b0351b19664c20ae4034bc4343d483,64.0,770.0,360.0,9.0,151.0,9.0,43.0,0.4546406001619821,2.0303030303030303,0,3,0.2727272727272727,4,3,0.0,0,1.0,0,5.708155999884422,0.9092812003239632,3,1.5,3,5,1.5,0,18,2,12,0,3,6.277657558355646,1,0.0,3,0.0833333333333333,1.0151515151515151,2.0,1.5
433f46d33d1b46c890e3cff4c9a4f61c,97.0,1279.0,731.0,16.0,100000.0,17.0,31.0,1.390894607275195,1.5606060606060606,0,4,0.4696969696969697,3,4,0.0,0,1.0,0,9.15806739386479,2.781789214550395,7,3.5,4,3,2.0,0,31,10,12,0,2,3.2921500112095865,0,1.7763568394002505e-15,4,0.3257936507936507,0.7803030303030303,1.5,1.0
63b5977cd3684bb7b59cc4c94dbbdf44,15.0,640.0,982.0,14.0,223.0,24.0,33.0,2.0,1.5151515151515151,1,2,0.4848484848484848,2,4,1.8483924814931876,1,967680.0,0,12.000000000000004,3.999999999999998,8,4.0,4,4,2.0,0,32,0,2,0,2,3.0000000000000027,0,0.0,4,0.0,0.7575757575757576,1.0,1.0
