method,num_evals,function_value,variables,approximation_ratio,new_method
COBYLA,209,-10.694699796095321,"[ 1.26265418  2.70019849 -0.95986     2.1211789   2.35533176  1.94145322
  2.11981144  2.32468395  2.27497153  2.91842418  2.74415315  3.25325012
  3.16041175  4.34136602  4.04548257  0.45130776  1.46651317  0.3746354
  0.01161997  0.01879933  0.04239149 -0.18944571 -0.20142599 -0.20932518
 -0.03292485 -0.11343172 -0.07158547  0.04573327 -0.11416876 -0.05161169]",0.8226692150842555,COBYLA
COBYLA,210,-10.869804243609035,"[ 1.21630237  2.68736447 -0.94588092  2.15752842  2.34940547  1.90691419
  2.11918224  2.32429275  2.30672861  2.9250872   2.73475922  3.24984468
  3.14551807  4.35745609  4.06203696  0.4328716   1.46497886  0.39299303
 -0.02851172  0.09615363  0.00706058 -0.20779597 -0.20132205 -0.20344597
 -0.02197491 -0.08184764 -0.05042598  0.02491197 -0.11636663 -0.02575415]",0.8361387879699258,COBYLA
COBYLA,211,-10.764081770216698,"[ 1.22259482  2.68252346 -0.89983341  2.18359256  2.35440514  1.90159681
  2.1371749   2.33078087  2.30320832  2.93337502  2.7227776   3.29582881
  3.135652    4.29698053  4.05596777  0.45896976  1.45654189  0.39011917
 -0.01253384  0.13115498  0.00937136 -0.21616888 -0.18170649 -0.20508056
  0.02519064 -0.09689585 -0.06683281  0.03154239 -0.08931041 -0.02222532]",0.8280062900166691,COBYLA
COBYLA,212,-10.909142512933759,"[ 1.21411446  2.69628857 -0.95291492  2.16007155  2.36376226  1.91269458
  2.12654885  2.32482656  2.28668811  2.93674089  2.73484397  3.23576715
  3.14451348  4.35822003  4.06302744  0.44727014  1.43649696  0.3786183
 -0.02552063  0.09841858 -0.02551169 -0.20285751 -0.19142647 -0.20220392
 -0.02262031 -0.08322068 -0.04370915  0.0114653  -0.11482774 -0.03463993]",0.8391648086872122,COBYLA
COBYLA,213,-10.873335412471967,"[ 1.16123302  2.68876575 -0.94775579  2.1728347   2.33404558  1.90512373
  2.11476709  2.32620539  2.28583816  2.91064521  2.74161662  3.25701402
  3.15419494  4.37816206  4.03672028  0.44334799  1.45130466  0.34775707
 -0.01347993  0.10429454 -0.05822682 -0.15037994 -0.162918   -0.22048621
 -0.03789374 -0.12052458 -0.05084008  0.0075076  -0.14343576 -0.01757137]",0.8364104163439975,COBYLA
COBYLA,214,-10.91941187289384,"[ 1.19124309  2.69814813 -0.96079427  2.15736003  2.36168232  1.91172294
  2.1270001   2.32337191  2.28704126  2.93173447  2.72234134  3.20833087
  3.14031007  4.35635481  4.06876758  0.44266907  1.44083443  0.38124475
 -0.02180786  0.10353169 -0.02491733 -0.2016534  -0.20401959 -0.20593394
 -0.01242809 -0.10947573 -0.0479503   0.02718321 -0.08545739 -0.04614368]",0.8399547594533723,COBYLA
COBYLA,215,-10.78123303171556,"[ 1.20039743  2.69260039 -0.97491829  2.13490793  2.37025828  1.93041282
  2.1418993   2.34842695  2.28868362  2.94010115  2.69405588  3.18349103
  3.14194728  4.32064507  4.07151283  0.44387488  1.46051088  0.37321719
 -0.02123411  0.16129977 -0.02560448 -0.19344804 -0.20581107 -0.23476445
 -0.08407917 -0.09375425 -0.07063732  0.01879207 -0.08811485 -0.03649558]",0.8293256178242738,COBYLA
COBYLA,216,-10.90837512237604,"[ 1.19088599  2.70971097 -0.96047331  2.16636667  2.36396013  1.92110112
  2.14488843  2.33212009  2.29066804  2.92405822  2.74091119  3.21512797
  3.14255432  4.36005074  4.08184868  0.42780625  1.45048341  0.35969159
 -0.00745925  0.11250677 -0.03718505 -0.20282704 -0.2237915  -0.1927335
 -0.00854711 -0.09716922 -0.05882765  0.04354859 -0.09159894 -0.05941777]",0.8391057786443107,COBYLA
COBYLA,217,-10.83485546717112,"[ 1.19409844e+00  2.70560645e+00 -9.45174226e-01  2.16293500e+00
  2.33467887e+00  1.89937139e+00  2.15214766e+00  2.37121615e+00
  2.32046715e+00  2.91455036e+00  2.68316783e+00  3.21699662e+00
  3.15034328e+00  4.37752132e+00  4.11385026e+00  4.35997549e-01
  1.40634299e+00  3.85028800e-01 -3.74518753e-02  6.38213942e-02
 -4.08678221e-02 -2.16820894e-01 -1.95601704e-01 -1.98454474e-01
 -2.58161164e-02 -1.23019058e-01 -7.81745917e-02 -9.32351348e-04
 -7.39903404e-02 -4.62269700e-02]",0.8334504205516247,COBYLA
COBYLA,218,-10.86057555708403,"[ 1.20922361  2.70567908 -0.96421653  2.15275446  2.33696173  1.91809192
  2.11589439  2.31270426  2.27911575  2.91450693  2.71112353  3.20364165
  3.12818027  4.34068652  4.07921783  0.43656519  1.45435786  0.37105363
 -0.02908932  0.10508019 -0.03884077 -0.20130441 -0.19042858 -0.1815373
 -0.01218201 -0.10941626 -0.03397388  0.02744404 -0.08047402 -0.04149374]",0.8354288890064638,COBYLA
COBYLA,219,-10.589860682029503,"[ 1.20632099  2.71205723 -0.97708268  2.14307978  2.37358823  1.9271254
  2.17039434  2.29742886  2.28682604  2.91742922  2.7512098   3.21039173
  3.14839052  4.35699429  4.07693892  0.442723    1.4613448   0.42903373
 -0.02741429  0.11645842 -0.04105848 -0.18243488 -0.22939721 -0.19693633
  0.00918019 -0.14892589 -0.06177976 -0.02920861 -0.09021561 -0.01532092]",0.8146046678484233,COBYLA
COBYLA,220,-10.892869203548916,"[ 1.18301703  2.73108565 -0.96690592  2.15739523  2.361944    1.91339063
  2.11096173  2.31800614  2.28417499  2.94308239  2.71256586  3.21833505
  3.17476288  4.35078862  4.0919565   0.447782    1.44342404  0.38195983
 -0.02338805  0.10863656 -0.02011187 -0.20222108 -0.20463376 -0.21343435
 -0.00769451 -0.11176558 -0.04175409  0.03268117 -0.09317583 -0.03971486]",0.8379130156576089,COBYLA
COBYLA,221,-10.409109969626158,"[ 1.23370753  2.69542124 -0.92462876  2.19186775  2.36841004  1.88332282
  2.12268896  2.32439289  2.26086321  2.94552073  2.6924036   3.19875705
  3.14719816  4.37903926  4.05463174  0.42913184  1.43072614  0.35654123
 -0.05385043  0.10725701 -0.02203599 -0.16225678 -0.26222234 -0.21221296
 -0.01677956 -0.12202627 -0.02748899  0.04136403 -0.08472988 -0.03621408]",0.8007007668943198,COBYLA
COBYLA,222,-10.940730039451527,"[ 1.18177290e+00  2.70739972e+00 -9.56749469e-01  2.14342793e+00
  2.37536501e+00  1.91051155e+00  2.12815940e+00  2.32601993e+00
  2.27331745e+00  2.92254127e+00  2.70551760e+00  3.21544941e+00
  3.12016974e+00  4.35821555e+00  4.06396523e+00  4.46865512e-01
  1.45527448e+00  3.70448367e-01 -3.56418719e-02  9.78677034e-02
 -3.07462636e-02 -2.29029063e-01 -2.14339649e-01 -2.17557666e-01
 -4.33912946e-03 -1.17905967e-01 -5.15524224e-02  2.46088471e-02
 -1.08620277e-01 -4.71207999e-02]",0.8415946184193482,COBYLA
COBYLA,223,-10.929655612570869,"[ 1.15609443e+00  2.71537014e+00 -9.75720399e-01  2.16175964e+00
  2.36706480e+00  1.88336944e+00  2.11462250e+00  2.32605030e+00
  2.28444289e+00  2.95588727e+00  2.74842401e+00  3.19772044e+00
  3.09710446e+00  4.37036680e+00  4.06335566e+00  4.65764132e-01
  1.46440579e+00  3.57510944e-01 -3.94937203e-03  8.30984015e-02
 -3.89951285e-02 -2.99680329e-01 -1.86693150e-01 -2.20248391e-01
 -2.47894985e-02 -1.16526228e-01 -4.92085758e-02  3.66119045e-02
 -9.58498017e-02 -1.97015284e-02]",0.8407427394285284,COBYLA
COBYLA,224,-10.841922927096402,"[ 1.18612980e+00  2.70482318e+00 -9.79343250e-01  2.15140523e+00
  2.38220436e+00  1.91178776e+00  2.13517379e+00  2.33148511e+00
  2.27860328e+00  2.92828066e+00  2.71245703e+00  3.21909720e+00
  3.11205399e+00  4.36503258e+00  4.07466279e+00  4.45420000e-01
  1.45629652e+00  3.42588650e-01 -5.55725144e-02  1.07971195e-01
 -1.48052023e-03 -2.24321577e-01 -1.98422645e-01 -2.16072545e-01
  3.57647204e-03 -1.32640774e-01 -4.88674031e-02  1.43175783e-02
 -1.08079484e-01 -5.20122829e-02]",0.8339940713151078,COBYLA
COBYLA,225,-10.833648717907604,"[ 1.16589825  2.69058835 -0.99476729  2.11496982  2.36071972  1.9017511
  2.12950925  2.34243948  2.29878208  2.90776945  2.72021123  3.24308053
  3.1346816   4.35346789  4.04431491  0.48753172  1.45312726  0.38801112
 -0.06876545  0.097479   -0.06639691 -0.23903127 -0.21482231 -0.2342776
  0.004709   -0.09108856 -0.02322702  0.05373925 -0.09765084 -0.09732029]",0.8333575936852002,COBYLA
COBYLA,226,-10.93974266096997,"[ 1.16500600e+00  2.69489611e+00 -9.49803058e-01  2.13872435e+00
  2.38649242e+00  1.91263573e+00  2.12459407e+00  2.32218946e+00
  2.26944202e+00  2.92042459e+00  2.71393685e+00  3.20994023e+00
  3.10485039e+00  4.36686293e+00  4.06088188e+00  4.30496523e-01
  1.43846896e+00  3.89338261e-01 -2.57621165e-02  9.57523559e-02
 -1.54837253e-02 -2.16161706e-01 -1.97420734e-01 -2.34983016e-01
 -1.98777797e-03 -1.15676140e-01 -4.20260348e-02  2.83312845e-02
 -8.42193347e-02 -5.68565403e-02]",0.8415186662284592,COBYLA
COBYLA,227,-10.876893890136744,"[ 1.17979715  2.76047909 -0.9368683   2.12252538  2.38639399  1.92770106
  2.12768351  2.33222279  2.24754832  2.89767714  2.7067266   3.25543101
  3.10079711  4.36279076  4.11244209  0.40716351  1.46394366  0.36503528
 -0.03305483  0.10137535 -0.05476152 -0.2515787  -0.1965298  -0.23786772
 -0.01907606 -0.08171572 -0.03120499  0.02391013 -0.12888862 -0.04260996]",0.8366841453951341,COBYLA
COBYLA,228,-10.91845522525465,"[ 1.17852217  2.71269629 -0.94763718  2.13689641  2.38469509  1.91373323
  2.11692525  2.31282508  2.26340795  2.91880658  2.70594072  3.21780181
  3.12340781  4.38083573  4.0611023   0.45870796  1.45535581  0.37503994
 -0.05112267  0.10875595 -0.03088169 -0.23165688 -0.1998685  -0.19740825
 -0.0104812  -0.11048917 -0.08681813  0.03611569 -0.10053562 -0.051585  ]",0.8398811711734346,COBYLA
COBYLA,229,-10.916858679465218,"[ 1.18424069  2.70348037 -0.95908865  2.1483192   2.38469394  1.90756133
  2.12333563  2.32579186  2.27286227  2.90068634  2.71028231  3.21163622
  3.12869485  4.3532791   4.0641805   0.44726308  1.44649266  0.36762644
 -0.03601103  0.10012419 -0.02900283 -0.2360112  -0.21501182 -0.2194052
 -0.00631891 -0.11974702 -0.05075553  0.02614397 -0.10864515 -0.04095195]",0.8397583599588629,COBYLA
COBYLA,230,-11.0035829444971,"[ 1.17357706e+00  2.66467296e+00 -9.56066474e-01  2.14250975e+00
  2.37607546e+00  1.91274433e+00  2.12573673e+00  2.32197293e+00
  2.25103468e+00  2.93139144e+00  2.70579840e+00  3.21706052e+00
  3.13141166e+00  4.35582786e+00  4.09513038e+00  4.46989740e-01
  1.46585024e+00  3.69756157e-01 -3.43310964e-02  9.08624516e-02
 -3.74687894e-02 -2.33901454e-01 -2.14305586e-01 -2.17531700e-01
 -7.48040199e-04 -1.15707971e-01 -5.48307938e-02  2.47718568e-02
 -1.15035247e-01 -4.84861970e-02]",0.8464294572690078,COBYLA
COBYLA,231,-11.003985665512257,"[ 1.17761474  2.66611101 -0.95752362  2.14422957  2.38065714  1.91130004
  2.10816335  2.34147598  2.24873332  2.93178692  2.71116654  3.21511244
  3.12717471  4.3555688   4.09682871  0.44783881  1.47148809  0.37563769
 -0.03232874  0.09275671 -0.04062041 -0.22935957 -0.2154587  -0.21549083
  0.00447645 -0.117512   -0.05801154  0.01982042 -0.11543832 -0.05088906]",0.8464604358086352,COBYLA
COBYLA,232,-11.022304301194769,"[ 1.17469760e+00  2.66456683e+00 -9.65243380e-01  2.18171024e+00
  2.37384458e+00  1.94899614e+00  2.10445435e+00  2.34166679e+00
  2.24278665e+00  2.93188585e+00  2.70319549e+00  3.21941110e+00
  3.12623648e+00  4.35867858e+00  4.08795467e+00  4.44340620e-01
  1.47167112e+00  3.91947418e-01 -3.67522685e-02  9.15309900e-02
 -4.13741816e-02 -2.43605209e-01 -2.14955537e-01 -2.18708251e-01
 -2.87357304e-03 -1.22695417e-01 -5.66886198e-02  2.04904647e-02
 -1.21094527e-01 -6.15909343e-02]",0.8478695616303669,COBYLA
COBYLA,233,-11.01958648476898,"[ 1.17183450e+00  2.66815521e+00 -9.73126158e-01  2.18785081e+00
  2.36484164e+00  1.94248215e+00  2.10313405e+00  2.33652537e+00
  2.23701978e+00  2.92841347e+00  2.70554463e+00  3.21991921e+00
  3.11413818e+00  4.35272062e+00  4.09502563e+00  4.50976519e-01
  1.46393294e+00  3.95283998e-01 -3.77604678e-02  8.99542852e-02
 -3.69407041e-02 -2.36871740e-01 -2.21823828e-01 -2.23982207e-01
 -3.48321550e-03 -1.16070111e-01 -6.63005035e-02  2.11817699e-02
 -1.26126118e-01 -6.17989717e-02]",0.8476604988283831,COBYLA
COBYLA,234,-11.023630867011601,"[ 1.17399635e+00  2.65846290e+00 -9.66338297e-01  2.17843189e+00
  2.38552317e+00  1.95497683e+00  2.07946163e+00  2.31934137e+00
  2.27119096e+00  2.94400140e+00  2.70293958e+00  3.22447514e+00
  3.12026559e+00  4.34307468e+00  4.08995109e+00  4.25384920e-01
  1.46255434e+00  3.82296526e-01 -3.91869504e-02  8.39637113e-02
 -5.69371204e-02 -2.45753816e-01 -2.20348781e-01 -2.22841574e-01
 -3.10807853e-03 -1.25592948e-01 -7.17047525e-02  1.33532955e-02
 -1.25601329e-01 -7.16889954e-02]",0.8479716051547386,COBYLA
COBYLA,235,-11.062549516688758,"[ 1.17521371  2.6577135  -0.9778531   2.18551225  2.39850729  1.94701911
  2.08120511  2.31570556  2.27354068  2.94123361  2.68936525  3.23254412
  3.11731651  4.3465663   4.0907363   0.42724662  1.46976909  0.38494704
 -0.02910063  0.08079146 -0.05943236 -0.24128889 -0.21846505 -0.21816615
 -0.00587408 -0.12227227 -0.07004368  0.01350615 -0.12211089 -0.07180627]",0.8509653474375968,COBYLA
COBYLA,236,-11.010508325150534,"[ 1.18160598  2.65904863 -0.99039346  2.18696521  2.3934704   1.92435523
  2.08946021  2.3172405   2.2624024   2.94659128  2.68303365  3.2221299
  3.12817072  4.34019894  4.07959842  0.3989615   1.46657674  0.39755239
 -0.02439074  0.08542553 -0.06246578 -0.24994629 -0.19837579 -0.21718733
  0.00498908 -0.12276738 -0.08191502  0.02019553 -0.14395763 -0.08691586]",0.8469621788577334,COBYLA
COBYLA,237,-11.035581308702769,"[ 1.18507629  2.65336921 -0.9841461   2.18037409  2.39404005  1.95427076
  2.0788949   2.31591434  2.27762661  2.9414529   2.68373506  3.23265556
  3.11429159  4.35804478  4.09240831  0.42870079  1.46355906  0.38387842
 -0.02158333  0.08776217 -0.06303493 -0.24229111 -0.21771869 -0.2265768
  0.00488656 -0.12220181 -0.07275943  0.02144813 -0.12464909 -0.06183391]",0.848890869900213,COBYLA
COBYLA,238,-11.13544166285342,"[ 1.15454171e+00  2.65460076e+00 -9.66638543e-01  2.18334571e+00
  2.40822937e+00  1.95698733e+00  2.08058286e+00  2.31726337e+00
  2.28930531e+00  2.93953187e+00  2.67856887e+00  3.21604937e+00
  3.10951405e+00  4.34328092e+00  4.09979914e+00  4.43189627e-01
  1.46598849e+00  3.90707517e-01 -1.43401193e-02  7.83939753e-02
 -5.11446190e-02 -2.37948996e-01 -2.12911545e-01 -1.95376665e-01
 -2.12441160e-03 -1.14079255e-01 -5.84952517e-02  1.79361276e-02
 -1.52597212e-01 -7.72186175e-02]",0.8565724356041092,COBYLA
COBYLA,239,-11.11470724856647,"[ 1.15870235  2.65745283 -0.97730108  2.17495886  2.40999796  1.96326242
  2.07875525  2.31730209  2.286711    2.93788076  2.68246872  3.20674129
  3.11273848  4.35070553  4.09896702  0.44011989  1.46865097  0.38946984
 -0.01531572  0.05966872 -0.04861249 -0.2323952  -0.21484482 -0.19639135
 -0.01142831 -0.11439536 -0.05889212  0.02257494 -0.15743462 -0.07779197]",0.8549774806589592,COBYLA
COBYLA,240,-11.116450325351472,"[ 1.1579324   2.65600142 -0.9555995   2.18248751  2.41640446  1.97045979
  2.08789006  2.32459656  2.28088968  2.94271056  2.67480585  3.2320507
  3.10861387  4.31218802  4.09437962  0.45978532  1.46824028  0.38356621
  0.00504275  0.05656887 -0.04677164 -0.23592005 -0.19779744 -0.19736962
  0.00798005 -0.12064422 -0.07386013  0.03227868 -0.14634335 -0.0783772 ]",0.8551115634885748,COBYLA
COBYLA,241,-11.11863836153347,"[ 1.15712054  2.65229785 -0.95878252  2.19039615  2.40637658  1.95055534
  2.07116185  2.32289321  2.28590328  2.94388063  2.66847778  3.21501197
  3.10907033  4.34574651  4.0970442   0.44132434  1.46102205  0.37725209
 -0.01740376  0.07641748 -0.04782432 -0.23728583 -0.21515715 -0.19779047
 -0.00730789 -0.10723303 -0.05319705  0.03100042 -0.15227807 -0.08204193]",0.8552798739641131,COBYLA
COBYLA,242,-11.082642099893377,"[ 1.14852031e+00  2.64703978e+00 -9.47639800e-01  2.20026211e+00
  2.43002629e+00  1.94972690e+00  2.08865763e+00  2.30224794e+00
  2.28337535e+00  2.95379896e+00  2.67703157e+00  3.21392409e+00
  3.10075949e+00  4.34860029e+00  4.10463174e+00  4.52983628e-01
  1.47408056e+00  4.12344973e-01 -9.04784745e-03  7.14238085e-02
 -6.81507416e-02 -2.30807690e-01 -2.35296706e-01 -1.85538663e-01
  7.24254872e-04 -1.22086791e-01 -4.60192487e-02  1.44346703e-02
 -1.59493459e-01 -7.07867382e-02]",0.852510930761029,COBYLA
COBYLA,243,-11.086091056709108,"[ 1.16591836e+00  2.65656159e+00 -9.69010170e-01  2.17973422e+00
  2.41435960e+00  1.95975366e+00  2.08263351e+00  2.31676970e+00
  2.28780616e+00  2.94531118e+00  2.67566855e+00  3.21017056e+00
  3.10876244e+00  4.33913044e+00  4.10395911e+00  4.43761122e-01
  1.46190385e+00  3.95880212e-01 -1.57794516e-02  7.66052850e-02
 -4.23401384e-02 -2.50783093e-01 -2.21047340e-01 -1.90525842e-01
  3.77423629e-03 -1.02051756e-01 -5.72275330e-02  1.48043573e-02
 -1.44227456e-01 -8.16126887e-02]",0.8527762351314698,COBYLA
COBYLA,244,-11.13170272910417,"[ 1.12531113  2.64997296 -0.96874179  2.18289266  2.3971278   1.9617067
  2.07167227  2.3148513   2.28056433  2.9324816   2.66823779  3.21945069
  3.11953855  4.35095849  4.08275763  0.44240354  1.47274662  0.37582599
  0.00664931  0.07383673 -0.05129885 -0.2346972  -0.21893074 -0.19168875
  0.00705306 -0.09708568 -0.06277467 -0.01236538 -0.15182394 -0.0761326 ]",0.8562848253157054,COBYLA
COBYLA,245,-11.139147316232325,"[ 1.15544472  2.65349742 -0.97161272  2.17933892  2.4149041   1.96216202
  2.07680669  2.30998341  2.281925    2.94388988  2.68332546  3.21206265
  3.10773201  4.33423449  4.0912027   0.44469507  1.47628694  0.3881179
 -0.01123904  0.09379272 -0.04842226 -0.23430462 -0.21490894 -0.20002833
 -0.00767826 -0.10881802 -0.05453125  0.02291538 -0.15650476 -0.07585355]",0.856857485864025,COBYLA
COBYLA,246,-11.139942693891516,"[ 1.14603307  2.64209094 -0.96997399  2.17481368  2.41556428  1.9645367
  2.08938442  2.3302019   2.29453778  2.94720467  2.66259536  3.20130175
  3.1069026   4.32608586  4.09987608  0.44819884  1.4773365   0.39493497
 -0.00601723  0.10580538 -0.05488627 -0.23144893 -0.21187594 -0.21100387
 -0.04500713 -0.10836907 -0.07129758  0.01191453 -0.15283415 -0.07222739]",0.8569186687608858,COBYLA
COBYLA,247,-11.117278793520466,"[ 1.14737771  2.64336284 -0.96636421  2.18232758  2.41715693  1.96420836
  2.09251358  2.32813904  2.30189724  2.94364354  2.66317586  3.19054834
  3.10947228  4.32631248  4.10120906  0.45322545  1.48860052  0.3938702
 -0.01354375  0.10214312 -0.06039353 -0.22826807 -0.20422883 -0.22354236
 -0.03641651 -0.09688931 -0.07290953  0.0109279  -0.15121159 -0.0743348 ]",0.8551752918092667,COBYLA
COBYLA,248,-11.111820350515153,"[ 1.12865332  2.62968473 -0.98842503  2.15980647  2.40982607  1.9617888
  2.08880464  2.33785787  2.30506264  2.94209401  2.66698006  3.2239209
  3.11078534  4.32280515  4.09336873  0.46840245  1.47582497  0.40537145
 -0.01515223  0.1075049  -0.07322404 -0.23412975 -0.21321596 -0.20974019
 -0.04705106 -0.10178604 -0.0547182   0.02475393 -0.15309938 -0.09691295]",0.8547554115780887,COBYLA
COBYLA,249,-11.142788245393794,"[ 1.13598967  2.64312862 -0.9751426   2.17537545  2.4200786   1.96809694
  2.09197701  2.33709649  2.2935603   2.95032809  2.66114092  3.20345018
  3.10477825  4.32068234  4.09840933  0.43877036  1.47485328  0.39584158
 -0.01740756  0.10362909 -0.05909407 -0.22921619 -0.21129817 -0.20536071
 -0.04076334 -0.09970028 -0.07130832  0.01774085 -0.15152013 -0.05511281]",0.8571375573379841,COBYLA
COBYLA,250,-11.075989157195622,"[ 1.13263366  2.6662708  -0.96332695  2.16723618  2.42491673  1.97652644
  2.09060992  2.33674149  2.28228063  2.9379208   2.66058515  3.2255844
  3.09393187  4.32407365  4.12651585  0.42278962  1.48337157  0.39256069
 -0.00986126  0.10698683 -0.06905577 -0.23790239 -0.20016116 -0.2128723
 -0.05152058 -0.08736471 -0.05980871  0.01367397 -0.16489306 -0.05811465]",0.8519991659381247,COBYLA
COBYLA,251,-11.118580133938895,"[ 1.14174762  2.63990783 -0.96940094  2.17047571  2.42134761  1.97361862
  2.09480514  2.33750478  2.29341181  2.94104086  2.65098449  3.20995407
  3.11000306  4.3182835   4.09783771  0.43261495  1.47638588  0.40069445
 -0.02546296  0.10662599 -0.05270865 -0.21380825 -0.21990691 -0.20582778
 -0.03565045 -0.09988797 -0.07334312  0.01650817 -0.15569105 -0.06070647]",0.8552753949183766,COBYLA
COBYLA,252,-11.101944226126657,"[ 1.12822835  2.63271874 -0.96970881  2.17761413  2.40588488  1.95818123
  2.08234698  2.33545003  2.31503391  2.94626297  2.66643201  3.21459565
  3.1013744   4.32104463  4.09711231  0.43043979  1.50503849  0.40977524
 -0.01106678  0.09829225 -0.03226978 -0.24388272 -0.21660044 -0.20377844
 -0.04547112 -0.09963609 -0.07739972  0.032023   -0.1531312  -0.04132423]",0.8539957097020505,COBYLA
COBYLA,253,-11.134519785786232,"[ 1.14418848  2.6317126  -0.9721617   2.17427286  2.41652563  1.96935694
  2.09829537  2.338368    2.29241255  2.9410057   2.66434658  3.20145586
  3.08619956  4.32061885  4.09052354  0.43483993  1.47797311  0.39071349
 -0.01841028  0.10155541 -0.065446   -0.23128207 -0.20974611 -0.19683194
 -0.04264498 -0.09627222 -0.07208053  0.01523067 -0.15185619 -0.05722925]",0.8565015219835563,COBYLA
COBYLA,254,-11.11743586074625,"[ 1.13679666  2.64556951 -0.98098166  2.17442364  2.3965476   1.97058811
  2.0737398   2.32202313  2.28993552  2.94520303  2.64331767  3.18830907
  3.10523101  4.30376101  4.10986789  0.44052094  1.48058698  0.40181076
 -0.01746657  0.10542341 -0.06785038 -0.21756551 -0.19519473 -0.18554004
 -0.04262538 -0.11220153 -0.05561763  0.01847022 -0.13275636 -0.04856913]",0.8551873739035577,COBYLA
COBYLA,255,-11.170479456002035,"[ 1.12760308  2.64791046 -0.97781478  2.17743271  2.42024614  1.97101428
  2.0983955   2.33965377  2.29483679  2.94577839  2.66301099  3.19606988
  3.10388751  4.32132165  4.10499032  0.43196946  1.47989715  0.3891624
 -0.01118576  0.1085445  -0.06321522 -0.22942759 -0.22279557 -0.20218357
 -0.03569338 -0.10486587 -0.07665477  0.02905697 -0.14335516 -0.06387198]",0.859267650461695,COBYLA
COBYLA,256,-11.149757703498738,"[ 1.13988613  2.64303487 -0.97698117  2.19487797  2.41194707  1.9765584
  2.10505668  2.34125466  2.30747687  2.95319708  2.68856619  3.20380086
  3.12268841  4.32170155  4.11237681  0.42556722  1.47113304  0.38876036
  0.00763456  0.11473876 -0.06639208 -0.20710876 -0.21856649 -0.18374091
 -0.04563101 -0.08371731 -0.07693768  0.03191387 -0.13974427 -0.06423596]",0.8576736694999029,COBYLA
COBYLA,257,-11.130993519634526,"[ 1.12965306  2.64507121 -0.98468471  2.18146118  2.41647833  1.96959528
  2.10459251  2.34662996  2.30020497  2.94821014  2.66356114  3.1953312
  3.10144032  4.31112612  4.10754121  0.42608933  1.47997258  0.38390187
 -0.00587522  0.10438174 -0.05996278 -0.22764648 -0.22806078 -0.21176048
 -0.03186135 -0.11005845 -0.05931301  0.0223709  -0.14721001 -0.06224478]",0.8562302707411173,COBYLA
COBYLA,258,-11.230984595864765,"[ 1.11275002  2.64123111 -0.99354801  2.18769777  2.43532325  1.97426602
  2.10208329  2.33810891  2.29641941  2.954985    2.66577369  3.19996565
  3.09552795  4.33501628  4.11540497  0.44126178  1.48381815  0.36657219
 -0.0253701   0.12183638 -0.0440249  -0.22215759 -0.20463697 -0.18559931
 -0.03379914 -0.12264885 -0.08832631  0.0229765  -0.14459499 -0.07079389]",0.8639218919895973,COBYLA
COBYLA,259,-11.196291582404147,"[ 1.10765119  2.63000978 -0.99794752  2.20059341  2.45855676  1.9691562
  2.09253544  2.33584856  2.295167    2.91371965  2.67375512  3.19248329
  3.11140107  4.3269118   4.11719532  0.44660025  1.46776477  0.36026251
 -0.02311539  0.1280054  -0.043042   -0.23402188 -0.20475459 -0.1830182
 -0.0396427  -0.13063648 -0.09031226  0.02596893 -0.14659316 -0.05942873]",0.8612531986464729,COBYLA
COBYLA,260,-11.21191887439975,"[ 1.12119684  2.64781774 -0.99702617  2.1900565   2.42975462  1.97318653
  2.10388477  2.3400557   2.29853189  2.9559737   2.66156236  3.20270726
  3.10309842  4.33071185  4.11670169  0.44944433  1.49213685  0.3571338
 -0.03031969  0.12294894 -0.05160247 -0.22855224 -0.21309569 -0.17688787
 -0.03500288 -0.12378089 -0.09306319  0.02111423 -0.15674363 -0.06591588]",0.8624552980307499,COBYLA
COBYLA,261,-11.223302267551123,"[ 1.10648459  2.68055778 -0.99325372  2.19220583  2.4409447   1.97333013
  2.10478239  2.33964649  2.3189283   2.95022373  2.66370711  3.19832365
  3.08063928  4.34078688  4.08453329  0.44605464  1.47417671  0.36790175
 -0.02199851  0.13107176 -0.03941359 -0.21293186 -0.20179236 -0.17831579
 -0.03978394 -0.13045049 -0.0890942   0.0228714  -0.13880694 -0.07173751]",0.8633309436577787,COBYLA
COBYLA,262,-11.234449010261374,"[ 1.11683409  2.6426806  -0.99509076  2.18942019  2.4398601   1.97265228
  2.08457686  2.35762666  2.29403086  2.95541864  2.67110216  3.19793612
  3.09137338  4.33471119  4.11702212  0.44190651  1.4894301   0.37254393
 -0.02333688  0.12376742 -0.04719417 -0.21767911 -0.2056426  -0.18355251
 -0.02849313 -0.12445631 -0.09159229  0.01807592 -0.14515848 -0.07330392]",0.8641883854047211,COBYLA
COBYLA,263,-11.210870963873447,"[ 1.11071371  2.64189282 -1.00596733  2.19301635  2.43920502  1.9507101
  2.09395532  2.3575534   2.2826802   2.96413974  2.66403277  3.18689176
  3.09942187  4.33135012  4.10594212  0.41869196  1.48685378  0.3851326
 -0.01515649  0.1308452  -0.05158919 -0.22256385 -0.18329034 -0.17606349
 -0.01958606 -0.12992327 -0.10684223  0.02497492 -0.16776768 -0.08976341]",0.8623746895287266,COBYLA
