run_id,num_nodes,graph_type,weight_type,approximation_ratio_fixed_angles_constant,approximation_ratio_random,approximation_ratio_three_regular,approximation_ratio_qibpi,approximation_ratio_tqa,approximation_ratio_interp_p15,approximation_ratio_fourier_p15,algo_fixed_angles_constant,algo_fourier,algo_interp,algo_qibpi,algo_random,algo_three_regular,algo_tqa
dd5e00aab7f2447997eaa951db2e7f18,10,Watts-Strogatz small world,uniform_plus,0.9756595092699888,0.9571281233973208,0.9831004756639584,0.9809869836582512,0.9850310307353086,0.9882583725617784,0.7664852687011009,100000.0,100000.0,647.0,29.0,100000.0,23.0,48.0
ccb0c27397ba4b209844a2833a9b559a,10,Watts-Strogatz small world,uniform,0.984077876059712,0.985277136537066,0.9914303573760104,0.9852151886341012,0.9886293120796678,0.9871829454897044,0.6865084602976913,72.0,100000.0,315.0,110.0,78.0,22.0,34.0
0b00faf4437f432c932194f6a5db69f1,10,Watts-Strogatz small world,cauchy,0.9912487903354944,0.688240382639184,0.8373496695181312,0.9944828511656466,0.9906549367534526,0.6970218893316565,0.8358507045531973,74.0,100000.0,100000.0,53.0,100000.0,100000.0,53.0
39516c5cb75e41c892c8a6bf4c402f00,10,Watts-Strogatz small world,log-normal,0.973042570468492,0.9710080156516512,0.9812855758264128,0.9776965122795452,0.981873510826177,0.9783008715172604,0.7981003380830537,204.0,100000.0,750.0,142.0,100000.0,17.0,131.0
504157ec4b744b47a6c3215ac6b128c3,10,Watts-Strogatz small world,exponential,0.9910716291490906,0.970065727092834,0.9894270593506428,0.9952712110750636,0.9949719169053236,0.9899720624228836,0.6590714497329264,90.0,100000.0,614.0,12.0,100000.0,100.0,47.0
0e9e15e860c34ebdbb004e2a76b45ddb,10,Watts-Strogatz small world,normal,0.9834527540501912,0.9638376671700474,0.9889261563050584,0.9893179160083004,0.9883816901411088,0.987591985093685,0.9781743303962268,201.0,100000.0,1105.0,13.0,100000.0,13.0,40.0
0c08fc8962184ed78949355af82d802f,10,Watts-Strogatz small world,uniform,0.9867797995021316,0.9715551430475406,0.9861111482330704,0.982908524708111,0.9880142129486458,0.985646117500918,0.7346054915334033,62.0,100000.0,563.0,75.0,100000.0,18.0,25.0
604ab932a3784f159a327e2848436ffb,10,Watts-Strogatz small world,cauchy,0.9799374105553448,0.9645134802798518,0.9891212169884452,0.9833111541816476,0.986044164402256,0.9884869740224614,0.9618212582294005,281.0,100000.0,2656.0,95.0,100000.0,88.0,143.0
7c071cb137e14105852d1c32d923fa2e,10,Watts-Strogatz small world,log-normal,0.9787579045200832,0.9745032956768002,0.9845890564060008,0.9776887366650792,0.9698855084391292,0.9801022599778924,0.9352129860763057,220.0,100000.0,1549.0,228.0,100000.0,56.0,100000.0
ccf62f3a5c554a94905deeb8c352a166,10,Watts-Strogatz small world,exponential,0.9835561899454138,0.9859893904465524,0.9787231224048808,0.9877809569994738,0.9877410623859216,0.9900477054276604,0.8394640814895508,91.0,1715.0,388.0,12.0,111.0,100000.0,58.0
