Instances,algo_fixed_angles_constant,algo_fourier,algo_interp,algo_qibpi,algo_random,algo_three_regular,algo_tqa,feature_algebraic_connectivity,feature_average_distance,feature_bipartite,feature_clique_number,feature_coefficient_of_variation,feature_density,feature_diameter,feature_edge_connectivity,feature_entropy,feature_eulerian,feature_first_quartile,feature_group_size,feature_interquartile_range,feature_is_distance_regular,feature_kurtosis_weight,feature_laplacian_largest_eigenvalue,feature_laplacian_second_largest_eigenvalue,feature_maximum_degree,feature_maximum_weighted_degree,feature_max_weight,feature_mean_weight,feature_median_weight,feature_minimum_degree,feature_minimum_dominating_set,feature_minimum_weighted_degree,feature_min_weight,feature_number_of_cut_vertices,feature_number_of_edges,feature_number_of_minimal_odd_cycles,feature_number_of_orbits,feature_planar,feature_radius,feature_range_weight,feature_ratio_of_two_largest_laplacian_eigenvaleus,feature_regular,feature_skewness_weight,feature_smallest_eigenvalue,feature_std_dev_weight,feature_third_quartile,feature_variance_weight,feature_vertex_connectivity,feature_weighted_average_clustering,feature_weighted_average_shortest_path_length,feature_weighted_diameter,feature_weighted_radius,Source
820ba4a8e89c4dba878fb7cadfe1cb29,44.0,100000.0,582.0,18.0,201.0,56.0,28.0,1.4009560976723,1.4666666666666666,0,3,0.326872103851791,0.5333333333333333,2,3,0.0,0,0.522932017854698,1.0,0.0908898716730354,0,2.893979696157744,8.960005383804422,2.610643015301338,7,4.169147933204568,1.0,0.5751685258422731,0.5738902898946372,3,2,1.7458897465071388,0.0,0,24,9,10,0,2,1.0,3.432106699877615,0,-0.339574442273622,5.3290705182007506e-15,0.188006546111397,0.6138218895277334,0.0353464613807368,3,0.2384469906258193,0.7171144647780869,1.127329583969373,0.9176812637273128,Uniform Random
2466c18aa88f4a85bb4b2ac322f90fe3,100000.0,100000.0,861.0,18.0,100000.0,218.0,43.0,0.3666825976556574,1.5777777777777775,0,4,0.91377051076002,0.4444444444444444,3,3,0.0,0,0.0938006818709686,1.0,0.3119931620455006,0,0.5006526363095727,7.073379358600088,1.9266206413999116,5,2.004619281476858,1.0,0.3154534226489593,0.2480384663972891,3,4,0.5135069493935384,0.0,0,20,5,10,0,2,1.0,3.671391869579714,0,1.1903351956200476,0.0,0.288252035134936,0.4057938439164693,0.0830892357594324,3,0.0574933238752936,0.2667605810470922,0.4923429414876177,0.3564950412289791,Watts-Strogatz small world
be57b815d06e461995e59e8fda721d5d,88.0,100000.0,1310.0,145.0,100000.0,145.0,65.0,0.1614737797108264,1.8888888888888888,0,3,0.8759266918172645,0.3333333333333333,3,3,0.5545177444479562,0,0.1324082920595435,4.0,0.3297117964129332,0,-0.1368013004721566,5.666950403940629,0.9223487300524532,3,1.3353569726973125,1.0,0.3283408972441429,0.1893464454090573,3,4,0.4484255980926658,0.0,0,15,2,6,0,3,1.0,6.144043157752659,1,1.033406524023261,-8.881784197001252e-16,0.2876025559113745,0.4621200884724767,0.0827152301667553,3,0.0173384815527048,0.4704671138300697,0.977644802413526,0.5722654380966458,3-Regular Graph
1aec7d9f1159407dbfe85698f9ae311d,100000.0,100000.0,1486.0,16.0,100000.0,45.0,29.0,1.4159398517537252,1.5555555555555556,0,3,0.3053591265645892,0.4444444444444444,2,4,0.0,1,0.5937537369090766,1.0,0.2729022455377229,0,3.192883058633225,6.681350387915978,1.976029195489045,4,3.2709378489643246,1.0,0.7075179908512854,0.7388360645002624,4,3,1.940334995352872,0.0,0,20,7,10,0,2,1.0,3.381200238927856,1,-1.4873422708907666,8.881784197001252e-16,0.2160470757150815,0.8666559824467995,0.0466763389250381,4,0.1547584061815552,1.0587072846097303,1.7486759761086472,1.4776721290005248,4-Regular Graph
60bb493325b4455bb5120d254dc8a362,339.0,100000.0,100000.0,142.0,100000.0,175.0,211.0,0.1670186930219413,1.3777777777777778,0,5,1.880470001811948,0.6222222222222222,2,3,0.0,0,0.0474324028654873,1.0,0.0186904527435843,0,21.48074760576801,10.000000000000004,2.732121180341126,9,1.4417525136720717,1.0,0.0941520931354836,0.0556929652381472,3,2,0.1731217207775761,0.0,0,28,19,10,0,1,1.0,3.660159758635388,0,4.770355271857544,0.0,0.1770501867490816,0.0661228556090717,0.0313467686278846,3,0.0423513214883515,0.0684874595920765,0.1231204797421484,0.077219789162362,Uniform Random
afc35b67c81449b0bad5aa6a1dce44ab,87.0,100000.0,709.0,15.0,102.0,137.0,28.0,1.3710136144774432,1.022222222222222,0,9,0.9913218275425648,0.9777777777777776,2,8,1.8021826694558576,0,0.0572857998170959,80640.0,0.3489362071913805,0,1.01822379488953,10.000000000000004,8.000000000000002,9,3.419944657764645,1.0,0.2631764641823936,0.2017294394218478,8,1,1.560382104819044,0.0,0,44,35,2,0,1,1.0,1.2500000000000004,0,1.307954400729454,-2.220446049250313e-16,0.2608925734394808,0.4062220070084764,0.0680649348758749,8,0.162060501789316,0.0605851699770587,0.1317810041595981,0.0935938724551552,Geometric
778233f8447242d3bbf6b808a9e0c92c,50.0,100000.0,1029.0,18.0,293.0,100000.0,48.0,0.3041452918607131,1.5777777777777775,0,3,0.6524547024026163,0.4444444444444444,3,3,0.0,0,0.1704577908890933,1.0,0.5637153821984024,0,-1.3221921227132851,7.4172178658194206,1.6660947517365994,6,4.164769880604784,1.0,0.4923065915076934,0.5738857249548489,3,4,0.2871055801458229,0.0,0,20,9,10,0,2,1.0,4.451858370052679,0,-0.0821390213944801,8.881784197001252e-16,0.3212077506529985,0.7341731730874959,0.1031744190795588,3,0.176847689514837,0.4357647786336894,1.0118461318273109,0.6189128120235571,Watts-Strogatz small world
0244c2d05e224e30968a7cf0b95e2363,100000.0,100000.0,1209.0,11.0,100000.0,100000.0,43.0,0.3199128871440372,1.288888888888889,0,6,0.9928515353489756,0.7111111111111111,2,4,0.6931471805599453,0,0.0954595907283655,8.0,0.2298794062350354,0,0.9443598362466968,10.000000000000009,3.171572875253806,9,2.787393648181633,1.0,0.2640522145875036,0.1594082252884743,4,3,0.3155158049147686,0.0,0,32,22,5,0,1,1.0,3.15300968740936,0,1.3809843843646163,-4.440892098500626e-16,0.2621646466655001,0.3253389969634009,0.0687303019612465,4,0.1472005680942378,0.1430759049983193,0.3570352336482476,0.1846178967901894,Geometric
cc1629eab80d40d09a093155aa96bc99,82.0,100000.0,586.0,21.0,78.0,11.0,34.0,0.0,2.577777777777778,1,2,0.4817747028966338,0.2,5,1,0.5545177444479562,0,0.4440812738728362,24.0,0.3410836159663857,0,-0.3021987398475718,6.147831972728145,0.1874540032456384,5,3.187654246930765,1.0,0.5941210267383251,0.6513688970338853,1,4,0.3723082895793114,0.0,4,9,0,7,1,3,1.0,32.79648269059406,0,-0.5959063536344971,5.9759415240332565e-18,0.2862324811414996,0.785164889839222,0.0819290332604189,1,0.0,1.483293980732891,3.3155865173692707,1.879052730496163,Power Law Tree
2e52b62b9aaf4da0bedab2e0b79ed48b,215.0,2355.0,715.0,9.0,99.0,15.0,43.0,0.0807026519073925,2.844444444444445,1,2,0.0,0.2,6,1,0.138629436111989,0,0.5,2.0,0.0,0,0.0,4.852164354188758,0.1614053038147848,3,1.5,0.5,0.5,0.5,1,6,0.5,0.5,5,9,0,9,1,3,0.0,30.061988295977525,0,0.0,-5.183980893377028e-16,0.0,0.5,0.0,1,0.0,1.4222222222222225,3.0,1.5,Power Law Tree
ab7d13913fe0430585f621925d481175,48.0,1595.0,746.0,14.0,309.0,12.0,31.0,1.0364855001345057,1.5555555555555556,0,3,0.0,0.4444444444444444,2,3,0.0,0,0.5,1.0,0.0,0,0.0,7.754722371038168,2.072971000269014,6,3.0,0.5,0.5,0.5,3,4,1.5,0.5,0,20,7,10,0,2,0.0,3.7408735433500135,0,0.0,1.738192922928761e-15,0.0,0.5,0.0,3,0.29,0.7777777777777778,1.0,1.0,Watts-Strogatz small world
5a6e077b3c054cc1ad7136c856caa695,54.0,100000.0,619.0,12.0,48.0,13.0,27.0,0.4191901240524329,1.6222222222222222,0,4,0.6120221270980297,0.4666666666666667,3,2,0.138629436111989,0,0.2710404138476531,2.0,0.3417555599785705,0,-0.6553820184240156,8.312107858118873,1.3184326462524585,7,3.2980109535655204,1.0,0.4527099608661453,0.3643340808399357,2,3,0.7178787348502644,0.0,0,21,9,9,0,2,1.0,6.304537347239837,0,0.471973885856821,8.881784197001252e-16,0.277068513207764,0.6127959738262236,0.0767669610111609,2,0.2394453864216199,0.469077804978336,0.835901253420177,0.591843549779058,Uniform Random
7e1a4ef706d9401d844aa25736a488c4,91.0,100000.0,396.0,30.0,320.0,15.0,52.0,0.4810699562181121,1.5777777777777775,0,3,0.5970413296772806,0.4444444444444444,3,4,0.8317766166719343,1,0.345879748045563,4.0,0.3313592676619413,0,-0.8178862153209612,6.561552812808833,2.2679491924311246,4,3.05703373203984,1.0,0.4925701427924552,0.5085032911868692,4,3,0.5515374290361713,0.0,0,20,6,5,0,2,1.0,2.893165699966668,1,0.0169263600963363,4.440892098500626e-16,0.2940847330121354,0.6772390157075043,0.0864858301908189,4,0.1130814332644908,0.552037270731117,1.1487657574186867,0.7510746617401357,4-Regular Graph
5d8ed51c9a94477aa8e85ab7c74caf95,23.0,100000.0,599.0,100000.0,100000.0,100000.0,19.0,1.5807750792799304,1.511111111111111,0,3,0.2403771034762646,0.4888888888888889,2,3,1.5007665404507082,0,0.8743689409114821,10080.0,0.04340655066559,0,10.71835692318927,10.0,2.9999999999999987,8,6.82691848434955,1.0,0.8365232689049097,0.8998802410929028,3,7,1.5819413633804058,0.0,0,22,1,3,0,2,1.0,3.333333333333335,0,-3.281827446214891,-1.4224732503009818e-16,0.2010810403698586,0.9177754915770722,0.0404335847962247,3,0.2118618642111946,1.1340493143297496,1.8332698662458808,0.932241088265031,Nearly Complete BiPartite
6081ede01b114975975c5441ee9b6f50,23.0,16.0,35.0,22.0,17.0,12.0,23.0,4.999999999999998,1.0,0,10,0.0,1.0,1,9,2.302585092994045,0,0.5,3628800.0,0.0,1,0.0,10.000000000000002,9.999999999999991,9,4.5,0.5,0.5,0.5,9,1,4.5,0.5,0,45,36,1,0,1,0.0,1.0000000000000009,1,0.0,-2.220446049250313e-16,0.0,0.5,0.0,9,1.0,0.5,0.5,0.5,Geometric
