graph_type,weight_type,layer,median_beta_0,median_beta_1,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_gamma_0,median_gamma_1,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14
Power Law Tree,uniform,15,-0.5062418874917689,-0.3812035301153245,-0.2854115009389974,-0.299679043342903,-0.31404612630246165,-0.9724142140035783,1.1301635695202228,0.23091488795263163,0.9475872953287336,0.27893975848716324,0.21529610681301337,1.7239610464163617,1.4380369853019686,-0.049464649328438595,-0.026612919135012143,-1.8807376652011665,-4.559889637380801,-4.445748603864516,-3.3085828738549696,-4.72393006165458,-7.163675245109076,-1.0411139182669789,-0.18427532570041394,3.2389334748419834,2.272654516335435,4.831157738556059,5.546836818722198,9.761453228117091,3.7843822452972877,11.500954315032919
Power Law Tree,uniform_plus,15,-0.764105296813348,0.6793334431262245,0.42030438792828545,-0.3098992879052556,0.27111410452505785,0.28121536986256157,0.05730667722450748,0.031828423384815514,0.5679980192379046,0.3124706204728705,-1.130232947857307,0.5687377395737568,-0.17498169699097502,0.09516570309793293,0.08045434271758223,-2.6113105900020503,-3.505093613142475,-2.9597665685369328,-3.013825063352779,4.820509294238783,2.3602442510018724,5.059061424720155,3.2314617420021903,4.424328608093684,3.027613953005876,-3.899775258264244,1.8036337099742394,1.6112859453177486,6.562771766502623,5.918567300214145
Uniform Random,None,15,1.2231359323532391,0.537119811331727,1.9538881752574127,1.3330202563615907,-1.2177991650437374,-0.6973777222176912,-1.9970836926279367,-0.5138932040312586,0.23572601641143254,1.640808840878865,0.427941692160219,0.6497753433760782,0.16988989382512393,0.8064199216028914,-1.506354581340431,1.2604615712562617,0.1477850627039599,0.8978088540765476,0.942205536487398,2.154421565709755,2.6487224073718174,0.595302093000549,2.2343865662748557,2.0284843238649315,0.005235025454737752,3.8357553310058328,1.2595711239277685,3.9278341511535535,1.4207412152506245,4.898948140400708
Uniform Random,cauchy,15,0.00225810792967086,1.521691132891522,0.47353571512210674,0.39924315603068594,-1.2180419160195526,1.8982343718826238,0.29908901125484527,0.2789317596164792,0.2553173273092506,0.2139267423478132,0.1688159453651359,0.12054580425135844,-1.5465268350833554,0.03766217990647163,0.08245866781161579,-0.0651957404860093,-1.2782113776598099,2.177342307727162,1.6037008272036803,1.8834270184365713,2.0542395039263073,2.1537859558127024,2.2630128620895276,2.4336058822744975,2.68035834623209,2.901905073142802,2.9552501499134483,9.442494790206496,-3.253233899048905,-2.9570299444673136
Uniform Random,exponential,15,0.5591997101880257,-0.04655015451641725,1.0846362645999472,1.0115954156322098,0.34044358268917385,0.30107416909923773,0.27359419377239275,0.2491145153101919,0.2043062654203247,0.16385692227850432,0.13442024780545384,0.0817053049202181,0.0878693559832515,0.04125831024209323,0.06358701630499833,1.1562628222639744,2.1273474133102517,0.5753406920416955,-0.6523979958880194,3.402712722917125,3.1896366127452147,3.4352922558629917,3.600255020312583,3.7519316007640855,4.163592257055461,4.099041580292683,4.685479722691872,4.263765826008409,5.052728309245745,3.83217462246054
Uniform Random,log-normal,15,-0.6402389535737438,-0.5240233768786292,-0.4761537434360743,-0.43529377627084326,-0.3751730292520673,-0.2899356506189628,-0.2141257342744673,-0.18946508129653866,-0.16842078892574477,0.001420500768270828,1.6484351614210522,0.08368443340189899,-0.157950860045602,-3.3549555644433746,-0.13805268519731514,-1.1893537542975114,-2.6144337035430643,-3.2369998520846677,-3.714480865126259,-4.109985862584568,-4.720466984633702,-5.257319913844531,-5.4617874420542325,-5.363453330734711,1.828094772243808,-18.0763654297828,4.647140627806234,6.095983210927068,-5.5839442037362685,-4.8399404953463945
Uniform Random,normal,15,0.5512716859867148,1.0400740373479993,1.5076755208366661,-0.47992475882345137,0.3540824723427087,0.33394409525119106,0.29100302257642713,0.2541216922863613,0.23053183862020638,0.21488494602037525,0.20217860204378063,0.17641283387822548,0.16000365259065483,0.13940059366668608,0.07637624077014395,0.7463827080793636,1.7721224548974943,-0.1515680478914961,-0.10526284905320843,2.1009111318044917,2.0750483926212686,2.2701791153773687,2.385505883219595,2.45262651433694,2.465402397459833,2.523370282980433,2.5434758474390784,2.5349643448518138,3.1815048687382648,3.5731614826677327
Uniform Random,uniform,15,-0.5915713979917232,0.46694655082049774,0.6533389097265122,0.4281103494698723,0.4337387409907458,0.41455091258109805,0.3867908006248608,0.3458829991371451,0.3008344909639432,0.2507490959447456,0.19477729935708799,0.15162591325336325,0.11555170553104449,0.08006596326871065,0.040520592539264974,-0.5671694999192858,-0.9804383067254572,0.11875576613673125,0.4177630045505246,1.6706308258492946,1.9645415527718662,2.0426171677705276,2.1483556830752297,2.3046783642542845,2.5093528767797997,2.7315716124640477,2.9660415926465404,3.2638033775760578,3.279189252895742,3.2982135002895645
Uniform Random,uniform_plus,15,0.5628684860185185,0.9564995976570323,1.0815370068088563,0.36345317133117977,0.3347472697745925,0.3034172223375651,0.28373353487155945,0.26006462239054656,0.23143202066668087,0.1892936585810626,0.16412780204953062,0.10837405810392613,0.08408253482619797,0.048644819544884324,0.041129040140008816,0.7128762227580556,1.5302135456945758,-0.13477356861266504,1.8140458331266585,1.8672678360750699,1.9695039708348374,2.063210398363332,2.1675646111223195,2.2693049289165446,2.3843520721484683,2.5562472036925796,2.703554284666511,2.7021851744961594,2.714221288060407,3.0975714551626594
Watts-Strogatz small world,None,15,0.5858819365946735,1.4302254259378786,0.09496439632758548,0.5317928952755079,0.398020635913662,0.37962784399756155,0.3551138455455371,0.32725848471286134,0.28594259079053025,0.22996799751154476,0.1686066608315778,0.1007062867279532,0.04714873881848097,0.051666238339830986,0.022902599310866446,0.5717175468521694,2.625283845039857,0.2530035834921259,-1.52973569297825,1.4787513855706,1.779793440364451,1.9246885039014032,2.0815638038807043,2.230544508964084,2.420027523194589,2.701863517306015,2.8587701568071373,2.0758911533296764,2.3148194033115033,3.2154148808887424
Watts-Strogatz small world,cauchy,15,0.5500661043369425,0.018431353129840764,1.9365987178815591,0.3162755560594837,0.2913715794082913,0.25446086098417964,0.22906077127130656,0.22254086335240117,0.19343446842890824,0.17649682086128227,0.15844174051659096,0.14461146938544248,0.12698155408634354,0.08299500746760687,0.057918462246525866,0.8637313432979569,1.7630836341658858,0.05982728116214815,1.9495858098741419,2.2349365581351397,2.326551149140059,2.3440907846413417,2.7885898148907873,3.2227388162803066,3.4408672063648233,3.860338016745191,3.5499730490319186,3.8301652599241733,3.5627274634611004,3.8967285236385982
Watts-Strogatz small world,exponential,15,0.05027710200248378,1.3270706996436878,2.484081260590046,-1.071226280500406,0.4415719134778196,0.39099751919914594,0.335549466739393,0.287174923822977,0.24932131587260958,0.215293152939646,0.167528113426862,0.13974733355098057,0.11029508445065132,0.07335266597894564,0.03998184347305198,3.373886572183861,-1.4969318630204551,-0.9607249969011847,2.4556622681224134,2.5791089976855135,2.921019092043266,3.2553822281086338,3.4818960675489525,3.686779090658688,3.8422286432101456,4.0573255925272464,4.132111798531041,4.294566185897613,4.601923919426483,4.619073286610951
Watts-Strogatz small world,log-normal,15,0.5518510542885547,1.5793688989011916,0.4083069847259613,0.354798741357666,0.3203617763657694,0.29608176543453285,0.27056598660222525,0.24656123789723272,0.23818525632078677,0.20465826317558564,0.1632034058876516,0.13485431047888624,0.09612914061381145,0.06771813995352877,0.051037899371540615,0.7914091753370504,2.9347552349319845,-1.2028058775252775,2.080848303211277,2.247232175976772,2.347867104364204,2.4566742904300214,2.56561392069941,2.767774846072912,2.8624206799184533,3.1861474122806084,3.348434607637181,3.5257999906256074,3.5300944471683477,3.52622913195991
Watts-Strogatz small world,normal,15,0.5334733444010579,0.954730589011799,0.5690510837634811,0.4455593008581916,0.09361583749431476,0.24592059644726097,0.275632792327048,0.26131081948025203,0.26168724668640003,0.2381683059214575,0.2093437910548452,0.19854555956332778,0.1684252830022204,0.10076375113481291,0.06322497542980081,0.6516076195582585,2.5233664937667966,0.05753710876053182,-1.0940334351803975,1.3374885064697977,0.16858169293919772,1.6681068884157555,1.676055139876049,1.8948391799660826,2.039047373383707,1.9926243743705478,2.236671316305323,2.760241001661341,2.880014626943811,3.1954071224315013
Watts-Strogatz small world,uniform_plus,15,-0.5506625429885614,-0.3977415702580788,-0.3441228123601952,-0.30587132390950994,-0.2635596261788262,-0.22553083879340444,-0.17312172808228193,-0.14956022044072823,-0.13217825320565216,-0.11334519791286851,1.1074196945028554,-2.781172120006515,-0.0816830031509939,-0.06704485461997406,-0.040366410598876065,-0.7097041994247266,-1.4812607485795524,-1.7353020025371049,-2.090975327056515,-2.4423336801726103,-2.7207055935244604,-2.929901180276378,-3.0154295349975637,-3.0840959118403877,-3.2919569828595985,-3.322611123476727,0.043830280155569994,-3.707647203325084,-3.576043121285805,-3.383294355057882
